Gene stable ID,Chromosome/scaffold name,Gene start (bp),Gene end (bp),Strand,Anopheles atroparvus gene stable ID,Anopheles atroparvus chromosome/scaffold,Anopheles atroparvus start (bp),Anopheles atroparvus end (bp),Anopheles gambiae gene stable ID,Anopheles gambiae chromosome/scaffold,Anopheles gambiae start (bp),Anopheles gambiae end (bp)
AALB004626,3L,12241984,12245705,1,AATE008972,KI421894,77054,81222,AGAP005632,2L,18017837,18019248
AALB002419,2R,14433670,14434200,1,,,,,,,,
AALB014029,2L,18124340,18125684,1,,,,,,,,
AALB009730,2R,25972242,25972904,-1,AATE003676,KI421883,15652448,15653692,AGAP002473,2R,21850803,21851824
AALB005457,3L,23841713,23842779,-1,AATE013371,KI421884,11632400,11640616,AGAP007547,2L,47466894,47468432
AALB004766,3L,14339561,14340439,1,AATE020307,KI421884,5152977,5153849,AGAP006041,2L,25554043,25554891
AALB015582,2L,28387723,28389859,-1,AATE013141,KI421889,2180635,2182506,,,,
AALB015331,2L,24583572,24583644,-1,,,,,,,,
AALB007873,2L,600888,601526,-1,AATE003027,KI421900,670345,670983,AGAP012756,UNKN,27341371,27342184
AALB007873,2L,600888,601526,-1,AATE003027,KI421900,670345,670983,AGAP010224,3R,51264622,51266484
AALB010827,3R,19981662,19983695,1,AATE013483,KI421887,9230567,9232578,AGAP011771,3L,33114048,33115954
AALB004353,3L,7757543,7761854,-1,AATE016533,KI421884,7664346,7668125,AGAP005227,2L,12535623,12538161
AALB008739,2R,45745255,45750821,-1,AATE004907,KI421892,4923631,4929522,AGAP003166,2R,33491778,33497479
AALB002316,2R,15903182,15909587,-1,AATE012950,KI421892,5589129,5599031,,,,
AALB004133,3L,4513616,4525046,-1,AATE013219,KI421886,7062984,7079917,AGAP006665,2L,36439872,36511537
AALB008148,2R,31374654,31374956,1,AATE011910,KI421896,3254871,3255670,,,,
AALB003780,3R,659238,668630,-1,AATE000860,KI421887,7592576,7597056,AGAP012365,3L,41122567,41126580
AALB008545,2R,48669567,48679886,1,AATE020238,KI421885,5716527,5730187,AGAP004249,2R,53250633,53257346
AALB002352,2R,15327244,15328374,-1,AATE004912,KI421892,5051163,5052449,AGAP001395,2R,4177926,4179000
AALB005558,3L,24873546,24883220,1,AATE004605,KI421891,4486909,4497156,AGAP006990,2L,40485843,40495867
AALB015723,2R,22969332,22970110,-1,,,,,AGAP004172,2R,51216222,51216872
AALB002855,2R,49993249,49994444,-1,AATE011003,KI421885,11974135,11983096,AGAP013368,2R,32311564,32316382
AALB003483,2R,41338456,41340728,1,AATE015692,KI421892,3460847,3463367,AGAP004408,2R,55813788,55816172
AALB002545,2R,13011177,13021362,-1,AATE000987,KI421888,3007167,3020212,AGAP002493,2R,21991493,21999397
AALB001174,2L,4755780,4767551,1,,,,,,,,
AALB000294,2L,20461678,20468293,-1,AATE013099,KI421890,6864929,6878381,AGAP009293,3R,30884298,30900983
AALB014764,2R,30986848,30987279,-1,,,,,,,,
AALB002166,2R,21043962,21045558,1,AATE020186,KI421885,8455846,8460094,AGAP002260,2R,18255319,18257364
AALB007530,3R,32193875,32194177,-1,,,,,,,,
AALB008257,2R,30067784,30075452,1,AATE018543,KI421885,8884346,8892932,AGAP002080,2R,14887448,14895033
AALB009670,2R,25004920,25007137,-1,AATE019254,KI421885,7876822,7879231,AGAP002222,2R,17706765,17709059
AALB014368,3R,91215,93773,-1,,,,,,,,
AALB014879,2R,24541766,24543070,-1,,,,,,,,
AALB003357,2R,43511190,43511618,1,,,,,,,,
AALB005765,3L,27451361,27453061,-1,AATE006171,KI421891,3104106,3105656,AGAP007109,2L,42860665,42862101
AALB015233,3L,3611451,3611522,-1,,,,,,,,
AALB000331,2L,19779591,19783328,1,,,,,,,,
AALB005418,3L,23416302,23419678,1,AATE009317,KI421884,11232740,11236710,AGAP007683,2L,49005695,49009044
AALB001160,2L,5005877,5006776,-1,AATE020717,KI421889,7553374,7554219,AGAP007822,3R,1427747,1428634
AALB001148,2L,5073959,5075290,1,AATE002000,KI421882,15335693,15337063,AGAP009904,3R,45183296,45184666
AALB003223,3L,2581569,2588718,1,AATE012891,KI421905,683689,688897,,,,
AALB004795,3L,14815824,14817677,-1,AATE005715,KI421891,6210475,6212286,AGAP005142,2L,10472272,10475218
AALB001163,2L,4957360,4958755,-1,,,,,AGAP007818,3R,1374396,1375728
AALB004037,3R,21363535,21371917,1,AATE000564,KI421893,4947299,4952274,AGAP011122,3L,17385395,17392239
AALB001633,2L,32918163,32933259,1,AATE009051,KI421882,17931897,17950422,AGAP009464,3R,33956612,33975486
AALB000663,2L,13703859,13708030,-1,AATE009734,KI421890,4952835,4956337,AGAP009880,3R,44732896,44734846
AALB000274,2L,20878512,20885820,1,AATE008178,KI421882,10987736,10995099,AGAP008324,3R,9134926,9140756
AALB014508,3L,24862811,24863110,-1,,,,,,,,
AALB005692,3L,26629097,26630083,1,AATE017116,KI421884,824541,828491,,,,
AALB002969,2R,34521369,34526301,-1,AATE013525,KI421904,1593377,1603833,AGAP004564,2R,57629181,57633362
AALB009465,2R,1025762,1027526,1,AATE020923,KI421883,10155110,10157802,AGAP003792,2R,43354967,43357223
AALB007475,3R,32739104,32740362,-1,,,,,AGAP004760,2L,3080556,3082396
AALB002641,2R,10886492,10887657,-1,AATE005977,KI421883,5019424,5020765,AGAP004017,2R,47883293,47884594
AALB002641,2R,10886492,10887657,-1,AATE020523,KI421883,5047271,5048403,AGAP004017,2R,47883293,47884594
AALB002641,2R,10886492,10887657,-1,AATE001764,KI421883,5032655,5033894,AGAP004017,2R,47883293,47884594
AALB002776,2R,44699622,44713785,-1,,,,,AGAP003710,2R,42287731,42289638
AALB015176,3L,19715386,19715571,1,,,,,,,,
AALB008162,2R,31266619,31268759,1,AATE001300,KI421888,7948145,7950224,AGAP003905,2R,45774879,45775918
AALB003009,2R,35207820,35209982,-1,AATE002298,KI421892,1769251,1773829,AGAP001368,2R,3634518,3645862
AALB000613,2L,14367251,14368363,-1,AATE009328,KI421882,14039120,14054525,AGAP028077,3R,10892438,10892997
AALB000613,2L,14367251,14368363,-1,AATE009328,KI421882,14039120,14054525,AGAP028089,3R,10889778,10890337
AALB000613,2L,14367251,14368363,-1,AATE009328,KI421882,14039120,14054525,AGAP028113,3R,11061895,11062469
AALB000613,2L,14367251,14368363,-1,AATE009328,KI421882,14039120,14054525,AGAP028126,3R,10909961,10910346
AALB000613,2L,14367251,14368363,-1,AATE009328,KI421882,14039120,14054525,AGAP008478,3R,11055891,11056577
AALB000613,2L,14367251,14368363,-1,AATE009328,KI421882,14039120,14054525,AGAP028191,3R,10885121,10885647
AALB000613,2L,14367251,14368363,-1,AATE009328,KI421882,14039120,14054525,AGAP028119,3R,10907172,10907752
AALB000613,2L,14367251,14368363,-1,AATE009328,KI421882,14039120,14054525,AGAP028047,3R,11058698,11059290
AALB000613,2L,14367251,14368363,-1,AATE009143,KI421882,13899132,13905457,AGAP028077,3R,10892438,10892997
AALB000613,2L,14367251,14368363,-1,AATE009143,KI421882,13899132,13905457,AGAP028089,3R,10889778,10890337
AALB000613,2L,14367251,14368363,-1,AATE009143,KI421882,13899132,13905457,AGAP028113,3R,11061895,11062469
AALB000613,2L,14367251,14368363,-1,AATE009143,KI421882,13899132,13905457,AGAP028126,3R,10909961,10910346
AALB000613,2L,14367251,14368363,-1,AATE009143,KI421882,13899132,13905457,AGAP008478,3R,11055891,11056577
AALB000613,2L,14367251,14368363,-1,AATE009143,KI421882,13899132,13905457,AGAP028191,3R,10885121,10885647
AALB000613,2L,14367251,14368363,-1,AATE009143,KI421882,13899132,13905457,AGAP028119,3R,10907172,10907752
AALB000613,2L,14367251,14368363,-1,AATE009143,KI421882,13899132,13905457,AGAP028047,3R,11058698,11059290
AALB000613,2L,14367251,14368363,-1,AATE020364,KI421882,13910673,13911452,AGAP028077,3R,10892438,10892997
AALB000613,2L,14367251,14368363,-1,AATE020364,KI421882,13910673,13911452,AGAP028089,3R,10889778,10890337
AALB000613,2L,14367251,14368363,-1,AATE020364,KI421882,13910673,13911452,AGAP028113,3R,11061895,11062469
AALB000613,2L,14367251,14368363,-1,AATE020364,KI421882,13910673,13911452,AGAP028126,3R,10909961,10910346
AALB000613,2L,14367251,14368363,-1,AATE020364,KI421882,13910673,13911452,AGAP008478,3R,11055891,11056577
AALB000613,2L,14367251,14368363,-1,AATE020364,KI421882,13910673,13911452,AGAP028191,3R,10885121,10885647
AALB000613,2L,14367251,14368363,-1,AATE020364,KI421882,13910673,13911452,AGAP028119,3R,10907172,10907752
AALB000613,2L,14367251,14368363,-1,AATE020364,KI421882,13910673,13911452,AGAP028047,3R,11058698,11059290
AALB000256,2L,21022818,21024004,1,AATE003891,KI421882,2769431,2771805,AGAP008916,3R,20781441,20782813
AALB005122,3L,19786224,19790333,-1,AATE015522,KI421884,12395450,12399565,,,,
AALB004697,3L,13363261,13365332,1,AATE009924,KI421884,3942056,3944197,AGAP006963,2L,40277149,40278923
AALB000081,2L,24663299,24665440,1,AATE005485,KI421882,380493,382647,AGAP008781,3R,17754120,17756115
AALB003219,3L,2491273,2492221,-1,AATE014734,KI421905,569598,571386,AGAP004900,2L,5634117,5649497
AALB000439,2L,17697368,17707196,-1,AATE012872,KI421882,16907620,16914825,AGAP009403,3R,32301162,32306700
AALB003542,2R,40674793,40683416,1,AATE009370,KI421892,620377,629531,AGAP003570,2R,39731585,39742272
AALB008059,2R,33519108,33536527,1,AATE002893,KI421883,13958007,13975402,AGAP001672,2R,7770071,7787763
AALB015327,3R,11264052,11264152,-1,,,,,,,,
AALB001684,2L,31185306,31187139,1,AATE000306,KI421890,3795429,3800002,AGAP009128,3R,26432061,26435995
AALB008785,2R,51347287,51350554,1,,,,,AGAP002508,2R,22123544,22127039
AALB015484,3L,26873205,26885869,-1,AATE012996,KI421884,506633,524251,AGAP006880,2L,39321706,39337266
AALB002108,2R,22355584,22356294,1,AATE008281,KI421904,715215,715838,AGAP028474,2R,19937425,19938395
AALB006966,3R,24326888,24329432,1,AATE001011,KI421910,798409,801282,AGAP010877,3L,12378835,12380905
AALB000730,2L,12624526,12626216,-1,AATE008401,KI421889,7435528,7447750,AGAP009617,3R,37045603,37047696
AALB000483,2L,17038724,17054186,1,AATE019299,KI421882,13614586,13620515,AGAP008193,3R,6556586,6562367
AALB009715,2R,25829355,25830647,1,AATE009403,KI421883,15848235,15849419,AGAP002460,2R,21674481,21675692
AALB009019,2R,6728051,6732477,1,AATE011451,KI421885,3212436,3218801,,,,
AALB009528,2R,219764,224446,1,AATE010853,KI421883,8891297,8897120,AGAP003232,2R,34060555,34065980
AALB007271,2R,16138267,16139058,-1,AATE011053,AXCP01008524,6670,7555,AGAP003134,2R,33120992,33121682
AALB004378,3L,7967382,7971970,1,AATE003517,KI421894,3623172,3643006,,,,
AALB014381,2R,26272353,26273417,-1,,,,,,,,
AALB003006,2R,35044226,35047742,-1,,,,,,,,
AALB002273,2R,19330754,19332234,1,AATE009550,KI421888,6372405,6375183,AGAP003555,2R,39453877,39455580
AALB002378,2R,15086194,15086848,1,AATE020192,KI421897,3472838,3473520,AGAP002921,2R,29615095,29616280
AALB008601,2R,47780755,47781404,1,,,,,,,,
AALB009236,2R,3714723,3716673,-1,AATE001298,KI421888,8522257,8525179,AGAP001498,2R,5668629,5670745
AALB002892,2R,50300683,50302623,1,,,,,AGAP004655,2R,59556530,59558576
AALB015132,2R,49736793,49736899,-1,,,,,,,,
AALB010844,3R,20348164,20351708,-1,AATE018834,KI421887,1847354,1871832,AGAP010817,3L,11244116,11260285
AALB009076,2R,5716345,5717828,1,,,,,,,,
AALB001752,2L,30243661,30244208,1,AATE000812,KI421882,16007509,16008595,AGAP008434,3R,10686978,10687613
AALB009946,3R,5350678,5356088,1,AATE009836,KI421893,2679361,2685868,AGAP011984,3L,35870317,35872354
AALB005320,3L,22342082,22342887,1,AATE004683,KI421884,329838,335675,AGAP006835,2L,39124220,39145770
AALB001720,2L,30504306,30526644,-1,AATE018278,KI421890,7799440,7802408,AGAP009093,3R,25567887,25570730
AALB010048,3R,7048231,7059162,1,AATE012068,KI421899,766169,780929,AGAP011499,3L,25522864,25523499
AALB010048,3R,7048231,7059162,1,AATE012068,KI421899,766169,780929,AGAP011498,3L,25473136,25507620
AALB003552,2R,40417524,40421890,-1,AATE001191,KI421904,1234913,1238037,AGAP013399,X,3051471,3052174
AALB003552,2R,40417524,40421890,-1,AATE001191,KI421904,1234913,1238037,AGAP000186,X,3059627,3060339
AALB003552,2R,40417524,40421890,-1,AATE001191,KI421904,1234913,1238037,AGAP004515,2R,57252167,57253567
AALB010427,3R,13520240,13523050,1,AATE012743,KI421899,3605347,3607951,AGAP012362,3L,41102339,41104438
AALB015351,3L,31029405,31029477,-1,,,,,,,,
AALB004070,3R,21032477,21040957,1,AATE003222,KI421893,7604865,7616426,AGAP027998,3L,28374393,28382241
AALB002729,2R,9759889,9761835,1,AATE000007,KI421907,1383639,1385832,AGAP000447,X,7850066,7854150
AALB009293,2R,3163948,3169003,1,AATE001153,KI421892,2279348,2288000,AGAP002085,2R,15137115,15143746
AALB000889,2L,10254304,10262919,1,AATE016087,KI421912,88198,97725,AGAP010012,3R,47585606,47612484
AALB007507,3R,32452058,32453768,1,AATE016487,KI421894,5605817,5618445,,,,
AALB009603,2R,24324999,24326878,1,AATE018639,KI421904,854480,855549,AGAP004492,2R,56860842,56862796
AALB007623,3R,30020603,30021373,1,AATE009039,KI421919,305361,309490,AGAP000304,X,5401645,5405666
AALB000101,2L,24309004,24316833,1,AATE015954,KI421882,7376253,7379369,AGAP009740,3R,42058854,42060639
AALB004955,3L,17541226,17547338,-1,AATE010233,KI421886,629130,634076,AGAP005347,2L,14378329,14380161
AALB001004,2L,8049323,8059545,1,AATE016308,KI421882,9913062,9917746,AGAP008389,3R,10246412,10249909
AALB002038,2L,26068723,26069343,-1,AATE002748,KI421882,4815732,4817388,AGAP008055,3R,4883556,4884159
AALB001951,2L,27138514,27150061,-1,AATE000300,KI421882,16418392,16430733,AGAP009344,3R,31564662,31568936
AALB002119,2R,21948203,21949163,-1,AATE009872,KI421904,299856,300943,AGAP002320,2R,19483679,19484648
AALB002331,2R,15646541,15647302,-1,AATE000072,KI421892,6638496,6639257,AGAP004336,2R,54821622,54822553
AALB002429,2R,14329570,14330888,-1,AATE015731,KI421883,7260531,7262091,AGAP003048,2R,31435107,31436656
AALB005937,3L,29416211,29421666,-1,AATE000507,KI421886,7775191,7781267,AGAP007080,2L,42230022,42233168
AALB003600,2R,39653949,39660816,-1,AATE004089,KI421892,6712551,6722061,AGAP004344,2R,54888221,54910443
AALB005139,3L,19951945,19959757,1,AATE000232,KI421884,12227819,12230143,AGAP007488,2L,46866898,46870063
AALB010686,3R,17781856,17782706,1,,,,,AGAP010796,3L,10484116,10484370
AALB005352,3L,22626684,22632070,-1,AATE006457,KI421886,11165472,11172904,AGAP006678,2L,36659371,36664972
AALB004282,3L,6608762,6609335,1,AATE000419,KI421884,5875075,5875626,AGAP006011,2L,24648379,24648829
AALB004496,3L,10595127,10595992,1,AATE009553,KI421894,1140247,1141516,AGAP028447,2L,18714834,18715578
AALB008629,2R,47305991,47310001,-1,AATE002118,KI421915,568629,574918,AGAP002309,2R,19060612,19073357
AALB010037,3R,6607775,6608867,1,AATE020957,AXCP01008039,975,4794,AGAP004781,2L,3464650,3465836
AALB000780,2L,11925793,11937478,-1,AATE013444,KI421889,1550516,1577464,AGAP008812,3R,18154362,18171159
AALB000780,2L,11925793,11937478,-1,AATE013444,KI421889,1550516,1577464,AGAP028100,3R,18172494,18176072
AALB010808,3R,19806394,19819045,1,AATE010984,KI421901,2410513,2429186,AGAP012163,3L,38221546,38236220
AALB000966,2L,8835041,8838559,1,AATE009695,KI421890,5899297,5901537,AGAP008628,3R,13756811,13757787
AALB014510,3L,25326650,25329100,-1,,,,,,,,
AALB015887,3R,18402527,18433300,1,AATE006619,KI421893,5930591,5934980,AGAP010646,3L,7943883,7961060
AALB015887,3R,18402527,18433300,1,AATE006619,KI421893,5930591,5934980,AGAP012576,UNKN,17197912,17198843
AALB001118,2L,5658470,5659453,-1,AATE009305,KI421887,579060,590002,AGAP011224,3L,19540458,19540961
AALB001118,2L,5658470,5659453,-1,AATE003235,KI421889,2452678,2454052,AGAP011224,3L,19540458,19540961
AALB002637,2R,10973116,10980924,-1,AATE006063,KI421883,5193218,5198057,AGAP003635,2R,40795993,40800819
AALB009808,3R,3147302,3147928,-1,,,,,,,,
AALB005078,3L,19398700,19408993,1,AATE003858,KI421884,8446044,8454608,AGAP006411,2L,31583540,31595681
AALB002927,2R,51011055,51015663,-1,AATE007043,KI421900,1532064,1538442,AGAP010292,3R,52301006,52349893
AALB014176,2L,32301305,32301826,1,,,,,,,,
AALB010000,3R,6120323,6126043,1,AATE011610,KI421887,7163107,7168684,AGAP012079,3L,37456703,37459665
AALB009414,2R,1452244,1454748,1,AATE020621,KI421888,1819777,1822652,AGAP001159,2R,658073,660564
AALB005839,3L,28249823,28258027,1,AATE008074,KI421886,9096043,9104733,AGAP006169,2L,27601839,27614359
AALB005454,3L,23813161,23814876,1,AATE014953,KI421884,11671079,11672328,,,,
AALB014466,3L,19648838,19651689,1,,,,,,,,
AALB009162,2R,4752932,4759623,1,AATE003113,KI421888,2859207,2865701,AGAP002518,2R,22184936,22193619
AALB009832,3R,3468572,3469464,1,,,,,,,,
AALB000088,2L,24507713,24510954,1,,,,,,,,
AALB002836,2R,49738571,49739570,-1,AATE017671,KI421897,496648,498176,AGAP003440,2R,37763861,37765638
AALB015669,2R,40296151,40300691,-1,AATE020352,KI421885,7749078,7753085,AGAP002202,2R,17566544,17572300
AALB008055,2R,33676645,33677338,1,,,,,,,,
AALB003012,2R,35271385,35271845,-1,AATE018922,KI421892,1868897,1870000,AGAP001364,2R,3580984,3581797
AALB010128,3R,8524554,8526288,1,AATE015586,KI421887,9428249,9430157,AGAP012049,3L,36871941,36872787
AALB010128,3R,8524554,8526288,1,AATE015586,KI421887,9428249,9430157,AGAP012050,3L,36873563,36874976
AALB002440,2R,14264993,14273812,-1,AATE008262,KI421883,7334024,7342993,AGAP001700,2R,8791640,8800165
AALB000659,2L,13760560,13765569,-1,AATE003143,KI421890,4878830,4886082,AGAP008987,3R,22703662,22710632
AALB008007,2L,2440894,2444783,-1,AATE015493,KI421889,8444299,8447626,AGAP007779,3R,751509,753599
AALB009061,2R,6229694,6230242,1,AATE008353,KI421885,10628224,10628772,AGAP002338,2R,20277667,20278503
AALB015431,3R,17227516,17227587,1,,,,,,,,
AALB015271,3L,31038558,31038628,-1,,,,,,,,
AALB015047,2R,41978711,41978784,1,,,,,,,,
AALB007603,3R,29559600,29564477,1,AATE013762,KI421913,410761,423480,AGAP010438,3L,3575181,3579456
AALB009681,2R,25334698,25335006,-1,AATE016641,KI421883,1980706,1981017,AGAP013336,2R,23845513,23846011
AALB000312,2L,20053957,20058321,1,AATE001793,KI421882,2476428,2478753,AGAP008939,3R,21283363,21287901
AALB005420,3L,23437728,23439509,-1,,,,,AGAP013037,2L,48982357,48985835
AALB010752,3R,18873496,18880212,-1,AATE013422,KI421893,5423544,5427050,AGAP011101,3L,16940178,16940970
AALB003868,3R,2539393,2555286,-1,AATE007918,KI421887,4323907,4328889,AGAP011583,3L,28389678,28400190
AALB007992,2L,2139691,2140389,1,,,,,,,,
AALB005005,3L,18169086,18177457,1,AATE002185,KI421889,746,4365,AGAP007054,2L,41884537,41887286
AALB005005,3L,18169086,18177457,1,AATE009799,KI421886,5407713,5412803,AGAP007054,2L,41884537,41887286
AALB009167,2R,4630146,4639957,1,AATE017243,KI421888,2737291,2747651,AGAP002523,2R,22342137,22352687
AALB001925,2L,27686024,27687562,1,AATE005221,KI421882,4930237,4933815,AGAP008034,3R,4766153,4768494
AALB010719,3R,18115692,18118967,-1,AATE017724,KI421887,3209579,3217122,AGAP010757,3L,9872823,9875474
AALB007877,2L,626748,636095,1,AATE014017,KI421900,715359,720706,AGAP010233,3R,51329079,51332606
AALB008979,2R,7280240,7281163,-1,AATE004468,KI421888,9993520,9994389,AGAP002846,2R,28294800,28295651
AALB001247,3R,31681313,31684928,-1,AATE003551,KI421917,213877,219807,AGAP010358,3L,2169245,2174963
AALB014503,3L,24232384,24232941,1,,,,,,,,
AALB005686,3L,26565093,26578829,1,AATE011134,KI421891,5830279,5837538,AGAP005924,2L,23696611,23701029
AALB000527,2L,16495831,16499546,-1,AATE006761,KI421889,3639119,3652068,AGAP009595,3R,36755388,36771781
AALB015555,2L,27329565,27330834,1,AATE013901,KI421882,14488783,14494006,AGAP009856,3R,44356455,44357680
AALB002043,2L,26047402,26048539,1,AATE006447,KI421882,4837014,4838449,AGAP008049,3R,4861286,4862564
AALB004756,3L,14207343,14210708,1,,,,,,,,
AALB014852,2R,3232726,3233007,1,,,,,,,,
AALB004204,3L,5341778,5342891,1,,,,,,,,
AALB001900,2L,28028055,28029250,-1,AATE016128,KI421889,2604392,2605558,AGAP007845,3R,1859036,1860164
AALB004830,3L,15524516,15528212,-1,AATE007436,KI421884,10119694,10127614,AGAP006641,2L,35494255,35495042
AALB015497,2R,819147,830328,-1,AATE016036,KI421883,9893943,9906768,AGAP002900,2R,29101520,29112252
AALB003794,3R,838141,838922,1,,,,,AGAP012420,3L,41851461,41852294
AALB002988,2R,34702012,34709688,-1,AATE003414,KI421904,1402487,1411717,AGAP004532,2R,57445995,57451943
AALB015613,2R,26462833,26464599,1,AATE004707,KI421885,9157040,9161871,AGAP003066,2R,31949427,31951489
AALB005811,3L,27983224,27983893,-1,AATE013849,KI421886,7611463,7612852,AGAP005861,2L,22641732,22643038
AALB004562,3L,11439963,11440274,1,,,,,AGAP003909,2R,46053769,46054080
AALB009142,2R,4961158,4963228,1,,,,,,,,
AALB003871,3R,2634070,2635367,1,AATE007384,KI421883,15956051,15965746,AGAP001863,2R,11588060,11590290
AALB003125,2R,37413408,37418797,-1,AATE019590,KI421892,4561130,4569869,AGAP003817,2R,43734331,43739279
AALB015091,2R,41567864,41567959,1,,,,,,,,
AALB003066,2R,36209782,36211923,-1,,,,,AGAP013363,2R,26793376,26795314
AALB007233,2R,16758042,16776752,1,AATE005412,KI421897,1669774,1690052,AGAP013481,2R,20929602,20946193
AALB009003,2R,6976952,6982588,-1,AATE015245,KI421918,376933,379403,AGAP002002,2R,13400735,13403075
AALB010326,3R,12006885,12008577,1,AATE001688,KI421887,6589867,6592966,AGAP011689,3L,31405360,31407051
AALB002214,2R,20433677,20436035,1,AATE019185,KI421888,3474413,3477172,AGAP001816,2R,10866302,10867306
AALB005327,3L,22392517,22402420,1,AATE019904,KI421884,411277,413002,,,,
AALB001121,2L,5624457,5625377,1,AATE017721,KI421882,2965506,2966423,AGAP008924,3R,21046509,21048011
AALB003859,3R,2150421,2151902,-1,AATE007384,KI421883,15956051,15965746,AGAP001863,2R,11588060,11590290
AALB008621,2R,47335331,47335836,1,,,,,AGAP002301,2R,19036150,19036689
AALB008829,2R,9326444,9327303,-1,AATE011798,KI421888,4365169,4366136,AGAP001887,2R,11906044,11906759
AALB015668,2R,40293573,40295182,-1,AATE008414,KI421885,7754931,7756424,AGAP002203,2R,17573483,17575141
