"X1","X2","X3","X4","X5","X1","X2","X3","X4","X5","X1","X2","X3","X4","X5","X1","X2","X3","X4","X5"
"AALB010167","3R","9560272","9571126","-1","AATE001272","KI421902","1228214","1252604","-1","AGAP010902","3L","12810781","12811753","-1","ASIS006789","KI916321","549772","551818","-1"
"AALB009261","2R","3407707","3409218","1","AATE003699","AXCP01008077","1419","2372","1","AGAP013112","2R","4071662","4073841","-1","ASIS000649","KI916317","641344","642870","1"
"AALB005297","3L","22048465","22048836","-1","AATE010835","KI421891","587247","588120","1","AGAP028658","2L","38780413","38780968","-1","ASIS006361","KI916192","2150115","2150718","1"
"AALB015540","3R","392595","393539","-1","AATE006335","KI421887","7950113","7951219","1","AGAP011918","3L","35128179","35129164","-1","ASIS017966","KI916216","1283582","1284500","1"
"AALB000661","2L","13715956","13726126","-1","AATE014793","KI421890","4928883","4941072","1","AGAP008989","3R","22762056","22774004","1","ASIS009280","KI916550","134518","146209","1"
"AALB004612","3L","12134167","12135113","1","AATE016394","KI421886","74318","75483","-1","AGAP005615","2L","17874129","17875269","1","ASIS003970","KI916307","658922","659914","1"
"AALB004812","3L","15052114","15052488","-1","AATE017022","KI421894","362523","362870","-1","AGAP005397","2L","14986775","14988637","1","ASIS017989","KI916313","599565","599918","-1"
"AALB006870","X","1168463","1171239","-1","AATE003727","KI421898","2520057","2528948","1","AGAP010182","3R","49959165","49961061","1","ASIS019322","KI916285","653977","661302","1"
"AALB004820","3L","15133179","15135730","-1","AATE000917","KI421894","783403","785330","-1","AGAP005698","2L","19101852","19102333","1","ASIS003574","KI916279","581664","582193","1"
"AALB007909","2L","1064282","1086021","-1","AATE014533","KI421900","3171907","3192276","-1","AGAP010147","3R","49458955","49484075","1","ASIS001596","AXCK02021703","5574","7090","1"
"AALB001446","2L","35861089","35897303","1","AATE021204","KI421882","8774189","8775981","-1","AGAP009942","3R","45763104","45764612","-1","ASIS020925","KI916515","255937","257886","1"
"AALB000957","2L","8924000","8924907","1","AATE002021","KI421895","1763539","1767864","-1","AGAP001031","X","19776387","19778243","-1","ASIS003610","KI916287","193779","195040","1"
"AALB002346","2R","15380760","15388384","1","AATE007562","KI421892","4980368","4992218","-1","AGAP003160","2R","33421972","33429971","1","ASIS022529","KI916219","919784","930804","-1"
"AALB001836","2L","29139567","29140802","1","AATE010638","KI421893","5127565","5128818","1","AGAP000270","X","4983467","4985283","1","ASIS004064","KI916195","803734","805011","1"
"AALB010123","3R","8478516","8481068","1","AATE019202","KI421893","2930744","2933940","1","AGAP012004","3L","36085578","36087825","1","ASIS011741","KI916295","350392","352631","-1"
"AALB001443","2L","35898317","35955603","-1","AATE007718","KI421882","8704132","8729197","1","AGAP028730","3R","45662071","45712735","1","ASIS005315","AXCK02026343","42","1940","1"
"AALB003080","2R","36472256","36474882","-1","AATE000898","KI421885","508028","512526","-1","AGAP003853","2R","44558366","44562030","1","ASIS023256","KI916226","272431","277463","1"
"AALB001071","2L","6603559","6604191","1","AATE019576","KI421882","5661629","5663482","-1","AGAP009052","3R","24806579","24807979","-1","ASIS003619","KI916209","562684","563480","1"
"AALB005443","3L","23629518","23631676","-1","AATE020356","KI421884","12821322","12824663","1","AGAP007661","2L","48850611","48852998","-1","ASIS003986","KI916184","794774","797826","-1"
"AALB005968","3L","29788560","29791419","-1","AATE003166","KI421891","2758776","2770552","1","AGAP005509","2L","16467657","16485321","1","ASIS010741","KI916246","1023636","1026491","-1"
"AALB002026","2L","26270364","26284282","-1","AATE014742","KI421882","4582872","4602074","1","AGAP008077","3R","5106746","5120492","-1","ASIS007233","KI916319","417040","424036","-1"
"AALB001392","2L","36602583","36604681","1","AATE013423","KI421882","20048374","20050826","1","AGAP007941","3R","3228355","3230699","1","ASIS020059","KI916412","390960","393247","-1"
"AALB015765","2L","12159013","12175142","-1","AATE013953","KI421890","9143077","9146578","1","AGAP008766","3R","17318705","17333645","1","ASIS005620","KI916906","8014","9937","1"
"AALB009586","2R","24064176","24069388","1","AATE019102","KI421883","3630723","3634397","1","AGAP001322","2R","2993787","2997135","1","ASIS002341","KI916201","105285","109262","-1"
"AALB001886","2L","28315173","28323617","1","AATE008509","KI421889","2268025","2283784","-1","AGAP008993","3R","22799937","22817114","-1","ASIS008869","KI916402","176539","180889","1"
"AALB002911","2R","50879132","50890278","1","AATE005094","KI421908","57972","68500","-1","AGAP004670","2R","60847082","60876042","-1","ASIS016837","KI916199","180456","186874","-1"
"AALB003644","2R","39017389","39018852","1","AATE012976","KI421883","15327094","15328947","-1","AGAP003315","2R","35837309","35839257","-1","ASIS008333","KI916356","207708","209510","1"
"AALB001140","2L","5336491","5338396","1","AATE005987","KI421882","15569768","15571794","1","AGAP009896","3R","44916416","44918606","-1","ASIS007927","KI916585","133905","136592","1"
"AALB009559","2R","23615817","23629391","-1","AATE007579","KI421885","11474180","11491398","-1","AGAP003944","2R","46668190","46684617","1","ASIS004193","AXCK02019915","1544","9764","1"
"AALB009165","2R","4655123","4656284","1","AATE000763","KI421888","2772189","2773557","1","AGAP002521","2R","22322243","22323397","-1","ASIS021857","KI916183","150151","152161","1"
"AALB002863","2R","50063731","50065916","-1","AATE006475","KI421897","2052867","2055294","-1","AGAP004322","2R","54458643","54461050","-1","ASIS009155","KI916211","1279926","1282130","1"
"AALB009360","2R","2332950","2343280","-1","AATE017068","KI421888","913837","922114","1","AGAP001215","2R","1608204","1613085","-1","ASIS000243","KI916327","33642","41881","-1"
"AALB002972","2R","34575002","34577841","1","AATE010861","KI421904","1557076","1560069","-1","AGAP004557","2R","57589206","57592180","-1","ASIS007431","KI916191","2570424","2573273","-1"
"AALB002765","2R","44830562","44833607","-1","AATE021084","KI421892","6262206","6263865","1","AGAP003700","2R","42132715","42134441","1","ASIS004438","KI916271","68299","69951","-1"
"AALB009234","2R","3729623","3732880","-1","AATE004475","KI421888","8505825","8510049","1","AGAP001500","2R","5684804","5688313","-1","ASIS001612","KI916375","497708","500032","1"
"AALB003582","2R","40179577","40180882","1","AATE007159","KI421885","9627057","9628509","1","AGAP012920","UNKN","39225433","39226120","-1","ASIS011562","KI916191","286557","299851","1"
"AALB002871","2R","50118874","50122090","1","AATE002943","KI421885","8543591","8546416","-1","AGAP001792","2R","10518011","10520280","-1","ASIS019052","KI916194","842647","845415","1"
"AALB000642","2L","13997734","14001918","-1","AATE002539","KI421890","4611011","4612826","1","AGAP009146","3R","27504829","27506037","1","ASIS014108","KI916265","664289","665492","1"
"AALB004893","3L","16837224","16844688","-1","AATE005622","KI421886","7962723","7978733","-1","AGAP006382","2L","31008091","31014468","1","ASIS010703","KI916260","581053","584390","1"
"AALB008341","2R","28702315","28703016","1","AATE016640","KI421883","13395848","13397577","-1","AGAP001654","2R","7323743","7325012","-1","ASIS015562","KI916338","306307","307852","1"
"AALB008339","2R","28712970","28714415","1","AATE009956","KI421883","13383060","13385664","-1","AGAP001651","2R","7308971","7310674","-1","ASIS013884","KI916338","319803","321554","1"
"AALB005538","3L","24754430","24761141","1","AATE008723","KI421894","1192698","1205374","-1","AGAP005675","2L","18648883","18670795","1","ASIS002557","KI916279","145237","149151","1"
"AALB004302","3L","7046401","7050113","-1","AATE013905","KI421884","12789517","12790903","1","AGAP007668","2L","48887337","48888766","-1","ASIS010490","KI916184","826695","828095","-1"
"AALB006047","3L","30933087","30934092","1","AATE008151","KI421891","1770794","1771719","1","AGAP005409","2L","15210223","15211038","-1","ASIS007763","KI916696","255","1168","-1"
"AALB010550","3R","15345291","15345685","-1","AATE006237","KI421899","3847565","3848367","1","AGAP010721","3L","8982350","8982847","-1","ASIS010946","KI916303","257752","258432","1"
"AALB006370","X","7453420","7456027","-1","AATE013994","KI421895","4338908","4363840","-1","AGAP000359","X","6358177","6368050","-1","ASIS013653","KI916701","53510","60713","1"
"AALB008336","2R","28738101","28739886","1","AATE005871","KI421883","13356670","13359144","1","AGAP001649","2R","7281482","7283417","1","ASIS005309","KI916801","9583","18788","1"
"AALB000025","2L","25488395","25489396","-1","AATE003471","KI421890","1408505","1409636","1","AGAP009682","3R","38400465","38401144","-1","ASIS023428","KI916189","512734","513517","-1"
"AALB000647","2L","13857963","13858226","-1","AATE011401","KI421890","4776974","4777606","1","AGAP009152","3R","27688655","27691180","1","ASIS020811","KI916265","847648","848273","1"
"AALB004807","3L","14992485","14997497","-1","AATE005674","KI421894","284308","285124","-1","AGAP005400","2L","15054808","15075117","1","ASIS007681","KI916313","521754","531800","-1"
"AALB002942","2R","34280819","34282074","-1","AATE007646","KI421883","16332539","16343045","1","AGAP001766","2R","9595496","9597220","-1","ASIS013066","KI916401","275428","278571","-1"
"AALB000657","2L","13771234","13771696","1","AATE012288","KI421890","4869892","4870924","-1","AGAP028000","3R","22694412","22696150","-1","ASIS004828","KI916550","74797","76538","-1"
"AALB003200","3L","1769617","1787815","1","AATE014356","KI421891","6993513","7019025","1","AGAP005175","2L","11378371","11405181","1","ASIS003475","KI916286","333831","357624","-1"
"AALB009836","3R","3529697","3531250","-1","AATE012130","KI421902","2137858","2139390","1","AGAP010486","3L","4862813","4864327","-1","ASIS000078","KI916347","199496","201001","-1"
"AALB009149","2R","4851606","4852047","-1","AATE016754","KI421888","8344062","8344709","1","AGAP013519","2R","5858744","5859389","-1","ASIS016726","KI916298","360571","361179","-1"
"AALB005288","3L","21962066","21965499","1","AATE001867","KI421891","677627","678562","-1","AGAP006806","2L","38678210","38679561","1","ASIS023156","KI916192","2235188","2239822","-1"
"AALB001653","2L","32560419","32563226","-1","AATE018531","KI421882","17604722","17607596","-1","AGAP009438","3R","33488887","33491690","-1","ASIS011404","KI916613","72685","75573","-1"
"AALB000192","2L","22029079","22033423","1","AATE017029","KI421882","18717070","18721349","1","AGAP009514","3R","35049851","35054224","1","ASIS008759","KI916816","37316","39935","1"
"AALB006916","X","485791","488527","1","AATE012122","KI421896","1514581","1519283","-1","AGAP000476","X","8271710","8275858","-1","ASIS003062","KI916386","64585","69292","-1"
"AALB007359","3R","28221670","28222265","1","AATE003208","KI421909","1114777","1115676","-1","AGAP010322","3L","670627","671544","-1","ASIS010900","KI916287","745658","746359","-1"
"AALB010375","3R","12717183","12719260","1","AATE003799","KI421887","8754321","8763209","1","AGAP011840","3L","33929846","33931701","-1","ASIS010846","KI916326","284646","289808","-1"
"AALB008170","2R","31070591","31093048","1","AATE014293","KI421888","7749902","7770287","1","AGAP003921","2R","46267922","46284492","-1","ASIS014471","KI916335","312205","327326","1"
"AALB004060","3R","21174578","21175392","1","AATE010968","KI421893","4725897","4726951","1","AGAP012122","3L","37840674","37841735","1","ASIS020107","KI916195","365019","366013","1"
"AALB007405","3R","27253015","27254623","-1","AATE005919","KI421902","227904","232540","1","AGAP011307","3L","20791785","20792739","-1","ASIS016391","KI916357","329809","333968","-1"
"AALB008931","2R","7763542","7765598","1","AATE012423","KI421906","1350788","1366461","-1","AGAP004475","2R","56750410","56751832","1","ASIS017054","KI916193","619694","623120","1"
"AALB006218","3L","33189612","33190073","1","AATE014250","KI421884","11302877","11303483","1","AGAP007575","2L","47792248","47792863","-1","ASIS000534","KI916184","1306184","1306645","1"
"AALB008464","2R","26469600","26470319","-1","AATE006422","KI421885","9167001","9167720","-1","AGAP003063","2R","31944744","31945591","1","ASIS016680","KI916194","153022","153741","1"
"AALB006789","X","2019216","2019997","1","AATE016888","KI421882","8630056","8630870","1","AGAP009822","3R","43803407","43804237","1","ASIS018157","KI916238","1039071","1039959","1"
"AALB002322","2R","15834084","15840491","1","AATE008770","KI421892","5675403","5682747","-1","AGAP002830","2R","28074852","28081996","-1","ASIS023269","KI916300","382800","393545","-1"
"AALB001413","2L","36222595","36227207","1","AATE010568","KI421882","19685594","19699319","1","AGAP007918","3R","2800260","2805333","1","ASIS011321","KI916609","203275","205299","1"
"AALB009374","2R","2129819","2131781","1","AATE012080","KI421888","1107180","1109226","-1","AGAP001202","2R","1402899","1404898","1","ASIS005855","KI916284","459489","461516","-1"
"AALB000708","2L","12947575","12952122","1","AATE008591","KI421889","4497390","4504357","1","AGAP008515","3R","11684422","11693298","1","ASIS016315","KI916214","627920","628964","1"
"AALB006786","X","2036891","2040353","-1","AATE012819","KI421898","98936","101931","-1","AGAP001084","X","23511522","23634351","1","ASIS013889","KI916373","463133","466649","1"
"AALB004728","3L","13869646","13872358","-1","AATE007874","KI421894","4621699","4622677","1","AGAP004872","2L","4760912","4762132","-1","ASIS001592","KI916221","1209704","1221342","-1"
"AALB009830","3R","3460027","3462597","1","AATE017544","KI421902","2232968","2234765","-1","AGAP010733","3L","9021623","9023504","-1","ASIS017779","KI916347","74734","77071","1"
"AALB000933","2L","9567422","9577335","-1","AATE004729","KI421890","2717058","2734561","1","AGAP008689","3R","14876598","14890778","1","ASIS017859","KI916206","162910","167071","1"
"AALB006219","3L","33194143","33205500","1","AATE001128","AXCP01009083","236","4159","1","AGAP007573","2L","47776621","47786534","-1","ASIS020371","KI916184","1311294","1323158","1"
"AALB015852","2R","5533504","5535696","-1","AATE007216","KI421883","6406070","6408854","1","AGAP002992","2R","30638976","30641115","1","ASIS018114","KI916367","380221","383192","1"
"AALB006436","X","6381899","6387015","-1","AATE015705","KI421919","3274","9666","-1","AGAP000834","X","15414172","15423553","1","ASIS012481","KI916223","1086906","1094619","-1"
"AALB008584","2R","48011687","48013563","-1","AATE018565","KI421888","9373724","9378534","1","AGAP001729","2R","9035939","9038159","1","ASIS010632","KI916314","211373","213148","1"
"AALB007844","2L","185244","190388","1","AATE020743","KI421900","2140166","2146384","-1","AGAP013755","3R","50596433","50602666","1","ASIS011844","KI916190","1179616","1186398","1"
