alb_id alb_chr alb_start alb_end alb_strand atr_chr atr_start atr_end atr_strand gam_chr gam_start gam_end gam_strand sin_chr sin_start sin_end sin_strand
AALB004024 3R 123556659 1466 -1 3L 189520615 2746 -1 3L 209630077 1814 -1 3L 67741951 345 1
AALB003127 2R 49615116 897 1 3R 137198282 1245 -1 2R 67982313 1137 -1 3R 58707390 53 -1
AALB010259 3R 112677631 1393 -1 3L 170458951 1686 -1 3L 221856313 1628 1 3L 75761008 457 -1
AALB009427 2R 13578675 4761 -1 3R 105088188 2684 1 2R 24842340 1634 -1 3R 54704720 157 1
AALB001011 2L 71912413 10310 1 2R 26528212 8139 -1 3R 145350775 7668 -1 2R 25943916 167 -1
AALB005290 3L 158561808 2221 -1 2L 82539214 10317 -1 2L 124360574 7210 -1 2L 50575536 269 -1
AALB009205 2R 16171566 17199 1 3R 105288997 3738 1 2R 26530446 3457 1 3R 54892418 43 1
AALB006531 X 5482731 862 -1 X 4610980 839 1 X 10721571 985 1 X 7758079 53 -1
AALB004454 3L 145944312 6491 -1 2L 68530542 7351 -1 2L 107299843 3017 1 2L 34799966 649 -1
AALB009990 3R 107966009 4079 -1 3L 168682791 2374 -1 3L 212065398 2942 1 3L 78777481 242 -1
AALB001916 2L 91671205 662 -1 2R 31429981 941 -1 3R 139824412 903 -1 2R 32134148 650 1
AALB000678 2L 77459665 1764 -1 2R 25616450 1694 -1 3R 144429378 1808 -1 2R 30155107 76 -1
AALB000440 2L 81651306 1883 1 2R 19409528 2337 1 3R 167335274 1682 -1 2R 15841896 548 1
AALB004111 3L 140784960 2440 -1 2L 64734453 4892 -1 2L 128811375 3511 1 2L 48117581 176 -1
AALB006836 X 1554381 6549 -1 X 546861 8232 1 X 17555927 8937 -1 X 4607278 185 1
AALB009341 2R 14635820 7001 1 3R 103988364 7439 -1 2R 26004485 7066 1 3R 53085828 127 1
AALB005114 3L 156336613 3341 -1 2L 73882222 3568 1 2L 132273162 26641 -1 2L 49573939 483 1
AALB000733 2L 76566243 721 1 2R 49095008 1966 -1 3R 172087553 787 -1 2R 32882880 314 1
AALB005246 3L 157826787 5387 1 2L 83198747 6490 -1 2L 119759717 6376 1 2L 51179965 275 -1
AALB009332 2R 14770306 1220 1 3R 103856850 6977 -1 2R 26160025 1013 1 3R 53219945 15 1
AALB001172 2L 68726480 658 1 2R 36531276 1133 -1 3R 152162382 1285 1 2R 18234046 135 1
AALB010859 3R 122669932 2971 1 3L 180826179 1501 1 3L 221474829 1193 1 3L 80452612 1204 -1
AALB006741 X 2812230 2256 -1 X 2519323 3258 -1 X 17122994 1757 1 X 8844912 586 -1
AALB005279 3L 158450010 607 -1 2L 82457594 709 -1 2L 124239973 1057 -1 2L 50492930 6 -1
AALB001600 2L 97626612 1178 1 2R 17667495 1353 -1 3R 169985904 1199 1 2R 14199522 116 -1
AALB000112 2L 88084272 5896 -1 2R 29165371 7716 1 3R 176874070 5867 -1 2R 23866485 293 1
AALB001608 2L 97452933 7348 1 2R 17824301 8141 -1 3R 169775389 2952 1 2R 14345560 875 -1
AALB008821 2R 21571079 1694 -1 3R 107627117 1691 -1 2R 36219571 1884 -1 3R 55877635 1679 -1
AALB003900 3R 130443553 1440 1 3L 197574169 2170 1 3L 190827452 1169 1 3L 62982658 14 -1
AALB007791 X 10610039 1744 1 X 2012649 2973 -1 X 13719123 2666 1 X 2555836 102 1
AALB010568 3R 117644242 1542 -1 3L 161893025 5426 -1 3L 207415967 6728 -1 3L 63494990 212 -1
AALB010256 3R 112672618 2336 -1 3L 170454384 2036 -1 3L 221862362 1747 1 3L 75757115 74 -1
AALB010763 3R 120907700 1535 1 3L 184419488 1597 -1 3L 205543576 1172 1 3L 74835553 127 -1
AALB008112 2R 44252424 1447 1 3R 114891380 1720 -1 2R 51083945 1771 1 3R 59061544 23 1
AALB005062 3L 155782799 2789 1 2L 82972305 4480 1 2L 120084875 4600 -1 2L 50960473 66 1
AALB006670 X 3555137 2870 -1 X 12980307 13216 1 X 12468880 913 1 X 2652505 440 -1
AALB003314 X 10232778 1634 -1 X 1217615 2490 1 X 18982547 2522 1 X 10641393 98 -1
AALB009791 3R 104914857 4891 1 3L 191475725 3583 1 3L 219753568 2078 -1 3L 71257892 526 -1
AALB001006 2L 72000106 1217 1 2R 26425048 1330 -1 3R 145278881 1280 -1 2R 25842705 50 -1
AALB003955 3R 124510673 1366 1 3L 191239297 1665 -1 3L 211367061 1433 -1 3L 71478017 123 1
AALB010078 3R 109389269 5491 1 3L 181287792 6866 -1 3L 227913879 5450 1 3L 80127790 11 1
AALB008830 2R 21499460 19527 -1 3R 107547521 14097 -1 2R 36143336 5022 -1 3R 55802370 1313 1
AALB005153 3L 156637652 3584 -1 2L 73579386 4555 1 2L 132641463 3683 -1 2L 49271340 97 1
AALB001968 2L 90892603 1038 1 2R 50599489 1288 1 3R 135194002 1096 -1 2R 25085715 195 1
AALB001354 2L 100838762 4070 1 2R 16802836 5091 1 3R 137388386 1968 -1 2R 13346048 1576 1
AALB008190 2R 43147481 948 -1 3R 153751272 5704 -1 2R 64619510 1020 -1 3R 57836664 92 -1
AALB009297 2R 15136577 1316 -1 3R 103465233 1279 -1 2R 24521615 1344 -1 3R 53596677 66 1
AALB004910 3L 153722379 12425 -1 2L 62454641 12666 -1 2L 125545954 4462 -1 2L 45915373 207 -1
AALB000999 2L 72088729 9561 1 2R 26315439 4779 -1 3R 145174222 7998 -1 2R 25727599 1510 -1
AALB005607 3L 161910589 6841 1 2L 75421159 9322 -1 2L 119440092 4676 1 2L 51439012 1457 -1
AALB008768 2R 57446750 6216 -1 3R 150430580 7219 1 2R 79724213 18865 -1 3R 60782582 316 -1
AALB000679 2L 77453605 3398 -1 2R 25609631 5479 -1 3R 144423043 4351 -1 2R 30151186 116 -1
AALB004360 3L 144420717 2105 1 2L 69174530 1763 1 2L 98102732 1470 -1 2L 37170029 85 -1
AALB000791 2L 75679927 3940 -1 2R 28584979 3997 -1 3R 177497386 2886 1 2R 23227298 142 -1
AALB000998 2L 72098399 1945 -1 2R 26313478 1884 1 3R 145171044 1685 1 2R 25723510 33 1
AALB006525 X 5501876 1423 -1 X 4584181 2353 1 X 4507891 1663 1 X 7812607 1090 -1
AALB010584 3R 117813785 4466 1 3L 162082801 5100 1 3L 207590791 6179 1 3L 63684060 512 1
AALB010787 3R 121310648 628 1 3L 188063743 1246 1 3L 226830093 930 1 3L 81594723 168 -1
AALB007044 3R 127828102 4426 -1 3L 179411835 3112 1 3L 206337203 4177 1 3L 67964040 1297 -1
AALB007131 2R 30497297 1227 -1 3R 153899180 2098 1 2R 38212629 1998 -1 3R 57708899 267 -1
AALB006631 X 4263642 6322 -1 X 11481615 5407 -1 X 1254630 6406 -1 X 190863 126 1
AALB004108 3L 140587221 3375 -1 2L 64546009 6284 -1 2L 128998223 10846 1 2L 47934127 171 -1
AALB015483 X 1739722 4712 1 X 14752727 5540 -1 X 11655373 8964 -1 X 12455730 598 1
AALB008347 2R 40864028 1665 -1 3R 137298021 2435 1 2R 60543720 2584 -1 3R 58809061 215 1
AALB000321 2L 83934683 1872 -1 2R 51162607 2232 1 3R 138654870 1443 1 2R 30911798 61 1
AALB003308 X 10193014 3266 -1 X 1170596 3573 1 X 11376128 3404 -1 X 11773613 197 -1
AALB006571 X 4853097 1883 -1 3L 175413230 1576 1 2L 99705846 1569 1 3L 75080705 14 -1
AALB010858 3R 122662377 1478 -1 3L 180816785 4498 -1 3L 221459946 4261 -1 3L 80460306 421 1
AALB010093 3R 109570407 1468 1 3L 180945219 2451 -1 3L 228104996 1270 1 3L 80346000 23 1
AALB005156 3L 156659076 1469 1 2L 73558863 3884 -1 2L 132663607 1757 1 2L 49252085 1439 -1
AALB007533 3R 134105170 5215 -1 3R 140175098 5531 1 2R 85430581 16066 1 X 11151055 183 1
AALB003815 3R 102916873 4751 -1 3L 171312889 1803 -1 3L 229823815 1544 -1 3L 76903570 11 1
AALB004842 3L 152666829 6448 1 2L 71033937 6746 -1 2L 120475329 6455 -1 2L 51943145 109 -1
AALB005061 3L 155739129 36053 1 2L 82947231 15244 1 2L 120101747 6705 -1 2L 50945966 212 1
AALB009381 2R 14197387 577 1 3R 104425721 1361 -1 2R 25526952 1051 1 3R 54068292 282 -1
AALB010143 3R 110802716 2868 1 3L 171623372 3558 -1 3L 225446732 3424 1 3L 76629258 113 1
AALB007664 X 8969366 3204 1 X 10624328 5048 -1 X 17143168 5281 1 X 2915040 38 1
AALB003817 3R 102923153 1361 -1 3L 169862411 1352 -1 3L 222716814 1463 1 3L 77599654 1355 1
AALB002722 2R 22152976 7866 1 3R 108211707 8234 1 2R 36789237 86866 1 3R 56438038 1208 1
AALB010497 3R 116844813 3419 -1 3L 189463616 675 -1 3L 228333398 653 1 3L 80679847 125 1
AALB015775 2L 83487553 3001 -1 2R 35404652 3025 1 3R 163137247 2877 -1 2R 19117255 175 -1
AALB006337 X 7849040 1790 1 X 10914616 2591 -1 X 16743733 1737 1 X 6514672 197 1
AALB010846 3R 122369849 7597 1 3L 163344647 8631 -1 3L 199448426 2602 1 3L 65032583 45 -1
AALB003730 3R 102068569 3511 -1 3L 169814995 4375 1 3L 222777393 7437 -1 3L 77645376 349 -1
AALB010485 3R 116237558 10298 -1 3L 184484699 14291 -1 3L 226184286 6128 -1 3L 74904930 72 1
AALB006339 X 7836929 1513 1 X 2596479 1923 -1 X 17009231 14579 1 X 8929204 146 -1
AALB014575 X 6173069 1601 -1 X 9790872 2902 -1 X 7942708 5083 1 X 8366706 125 1
AALB009773 3R 104752834 1602 1 3L 186616853 1488 1 3L 224863283 1430 1 3L 65408731 60 1
AALB008801 2R 63368846 2438 1 2R 58624043 2977 1 3R 188111032 2735 1 2R 33406408 48 1
AALB007741 X 9769589 3274 1 X 7436139 776 1 3L 221977881 708 -1 X 6036200 139 1
AALB004092 3L 140206390 7457 -1 2L 64208142 8197 -1 2L 115487732 8021 -1 2L 47589901 25 -1
AALB006305 X 8279011 1372 1 X 978622 5036 -1 X 8579493 23041 -1 X 11991711 105 1
AALB005983 3L 166639638 2473 1 2L 72330161 4695 -1 2L 131958102 2703 1 2L 49845049 145 1
AALB007655 X 8917972 1707 1 X 6732253 3011 -1 X 14391199 2783 -1 X 702302 122 -1
AALB004215 3L 141986157 3213 1 2L 63068552 4204 -1 2L 102698020 4319 1 2L 46414425 68 -1
AALB001104 2L 69737595 6083 -1 2R 37160785 8055 1 3R 151237311 18762 -1 2R 17607959 126 -1
AALB006633 X 4258057 4220 1 X 11471323 7779 1 X 1247090 4619 1 X 202782 190 -1
AALB007347 3L 137924352 954 -1 2L 89144502 1098 -1 2L 93419084 960 1 2L 38289983 730 -1
AALB004996 3L 154576845 2405 -1 2L 90900588 3467 -1 2L 127801740 4223 1 2L 39862925 402 1
AALB010288 3R 113314453 906 1 3L 170108669 803 -1 3L 222389134 606 1 3L 77364443 150 1
AALB005751 3L 163898214 20296 1 2L 72269909 20001 -1 2L 131926336 18158 -1 2L 49912712 64 1
AALB000734 2L 76557531 1524 1 2R 30814866 8724 -1 3R 172101545 7458 -1 2R 32862425 190 1
AALB002199 2R 32898271 2133 1 3R 154566587 2585 1 2R 37575581 1511 -1 3R 57178639 8 -1
AALB003188 3L 138018605 15546 -1 2L 76709653 9272 1 2L 96493098 26410 -1 2L 42410031 205 1
AALB003850 3R 103701522 1984 1 3L 166822480 25045 -1 3L 217808170 1985 -1 3L 66934724 166 -1
AALB008498 3R 125324614 1702 1 3L 174009851 1953 -1 3L 219833245 1474 1 3L 73162603 126 1
AALB005137 3L 156530542 1776 -1 2L 73687310 2343 1 2L 132524410 1685 -1 2L 49379699 66 1
AALB002044 2L 89999614 3162 -1 2R 31487500 3254 -1 3R 139877460 2935 -1 2R 32071317 250 1
AALB006624 X 4298379 1508 1 X 11622679 2273 1 X 5120385 2702 1 X 58566 149 -1
AALB006177 3L 169204089 1109 -1 2L 95956258 5620 -1 3R 140011905 617 -1 2R 31921519 728 1
AALB001878 2L 92320955 9221 1 2R 54307329 7112 1 3R 172489500 11424 1 2R 21379792 34 1
AALB010753 3R 120819098 2024 -1 3L 174713714 1970 -1 3L 205068425 1796 -1 3L 72476549 88 1
AALB004191 3L 141807096 1791 1 2L 77271744 8317 1 2L 95876151 2617 1 2L 42996833 43 1
AALB004189 3L 141801538 4344 1 2L 77265895 4741 1 2L 95870706 4299 1 2L 42991532 93 1
AALB008181 2R 43180687 596 -1 3R 153789749 826 -1 2R 38323436 654 1 3R 57800539 614 1
AALB003251 3L 139362262 1419 -1 2L 63412589 1248 -1 2L 114425497 3346 -1 2L 46760851 99 1
AALB008188 2R 43150138 1865 -1 3R 153758328 2061 -1 2R 64623342 1900 -1 3R 57827318 15 1
AALB002978 2R 46814819 2720 -1 3R 159204055 5636 1 2R 81786377 4630 1 3R 61824307 222 -1
AALB002721 2R 22163839 1907 -1 3R 108348430 1871 1 2R 37021016 1523 1 3R 56577950 142 1
AALB005273 3L 158181883 1057 -1 2L 82180978 999 -1 2L 123952832 1101 -1 2L 50249956 123 -1
AALB010393 3R 114803680 1104 -1 3L 186193865 1340 1 3L 194661221 1102 -1 3L 79356639 71 -1
AALB009983 3R 107858952 9032 -1 3L 185558536 4539 1 3L 227626969 7061 -1 3L 79836851 141 -1
AALB007307 3L 137007628 1994 -1 2L 69842769 1247 -1 2L 91866622 1250 -1 2L 36390649 1244 1
AALB001138 2L 69312666 4882 -1 2R 20736442 11793 1 3R 179919885 2121 1 2R 20675058 533 -1
AALB001603 2L 97620397 2018 -1 2R 17672863 1868 1 3R 169979413 1670 -1 2R 14203759 1868 1
AALB001388 2L 100585149 3423 1 2R 16254751 3845 -1 3R 138267870 1572 1 2R 12805796 392 -1
AALB005444 3L 160220135 1745 1 2L 73301307 1771 -1 2L 132914243 1765 1 2L 49018524 875 -1
AALB002179 2R 33179149 608 1 3R 108886079 1064 -1 2R 37272064 1108 -1 3R 56901348 170 -1
AALB004664 3L 149519119 8660 1 2L 64918903 9605 1 2L 103765590 11221 -1 2L 48318043 109 1
AALB006555 X 5081052 3719 1 X 15383087 15234 1 X 5610066 6703 -1 X 10571747 164 -1
AALB005108 3L 156259571 3194 -1 2L 73949794 5192 1 2L 132228173 3169 -1 2L 49643419 208 1
AALB000441 2L 81648110 1721 -1 2R 21572434 1775 -1 3R 179097288 1510 -1 2R 19803126 243 1
AALB010284 3R 113156787 10391 1 3L 170234082 10639 -1 3L 222167235 10652 1 3L 77224701 123 1
AALB010091 3R 109546572 1435 1 3L 181008736 2228 -1 3L 228079781 1222 1 3L 80321952 29 1
AALB006520 X 5587185 988 1 X 2962669 21724 -1 X 2540054 809 -1 X 9328959 62 -1
AALB010828 3R 121917244 3194 -1 3L 170790389 4037 1 3L 221233095 3917 -1 3L 76071248 80 1
AALB007759 X 10937544 4897 -1 X 1015150 6989 1 X 1929371 5980 1 X 11943319 426 -1
AALB002216 2R 32624836 775 -1 3R 106675032 964 1 2R 35124273 987 1 3R 54954476 549 1
AALB005263 3L 158059742 13629 -1 2L 82048425 18678 -1 2L 123806473 13817 -1 2L 50147705 307 -1
AALB004690 3L 149838373 1235 -1 2L 65273009 1491 -1 2L 122104973 1226 -1 2L 48681409 216 -1
AALB003292 X 10081985 1500 1 X 14094892 2834 1 X 8771811 5789 -1 X 9910064 155 -1
AALB009307 2R 15079963 2428 -1 3R 103529117 1818 1 2R 24600945 2999 1 3R 53533581 782 -1
AALB006277 X 8492833 4827 -1 X 10630686 4079 1 X 12106448 4571 1 X 2911359 433 -1
AALB010370 3R 114613950 1157 1 3L 170286571 1031 1 3L 222104093 5032 -1 3L 77182600 1022 -1
AALB001146 2L 69031582 1910 1 2R 20986062 2089 -1 3R 180200590 1644 -1 2R 20424346 46 1
AALB002718 2R 22209372 6050 -1 3R 108289034 16521 1 2R 36946961 24793 1 3R 56526521 12 1
AALB000654 2L 77740843 6995 1 2R 40680249 8472 1 3R 152958068 8893 -1 2R 27159212 270 1
AALB001466 2L 99436100 5145 -1 2R 25938852 5414 1 3R 144746616 4899 1 2R 30489639 37 1
AALB010498 3R 116848265 476 -1 3L 189466105 704 -1 3L 228331148 472 1 3L 80677479 53 1
AALB003856 3R 103892419 2414 -1 3L 166601097 2952 1 3L 217520035 3057 1 3L 66656272 2246 1
AALB002194 2R 32975055 2132 1 3R 154653723 5301 1 2R 37489047 2901 -1 3R 57098050 172 -1
AALB015665 2L 81931720 2185 1 2R 19673640 6135 1 3R 166950693 7795 -1 2R 16113940 102 1
AALB010201 3R 111898762 1989 -1 3L 182628911 959 1 3L 227290571 888 1 3L 69965459 72 -1
AALB000959 2L 72873909 853 1 2R 37426232 8717 1 3R 150849041 1192 -1 2R 17357205 107 -1
AALB008114 2R 44246865 3146 1 3R 114894997 3119 -1 2R 33494841 3272 -1 3R 59056323 3128 1
AALB002364 2R 27479015 11277 -1 3R 153739825 5122 -1 2R 64609622 6838 -1 3R 57841850 161 1
AALB006625 X 4294539 3292 -1 X 11628975 3805 1 X 4593069 2848 -1 X 51841 488 1
AALB008835 2R 21449638 1387 -1 3R 107490502 2236 -1 2R 36076750 1003 -1 3R 55747028 332 -1
AALB014008 2L 87495083 6127 -1 2R 29915656 1379 1 3R 174184693 1333 -1 2R 24677670 47 1
AALB003123 2R 49591009 380 -1 3R 137226286 2276 1 2R 68009871 877 1 3R 58733980 58 1
AALB009367 2R 14492164 13602 -1 3R 104141136 16297 1 2R 25825152 12967 -1 3R 52946893 57 -1
AALB007051 3R 127864966 634 -1 3L 179381467 1378 1 3L 206301112 1533 1 3L 67997647 14 -1
AALB001149 2L 69028126 657 -1 2R 20994785 969 1 3R 180205645 583 1 2R 20413567 132 1
AALB005271 3L 158121500 1733 1 2L 82117722 2728 1 2L 123885414 1908 1 2L 50191880 298 1
AALB008818 2R 21580120 12051 1 3R 107640036 11003 1 2R 36232723 9437 1 3R 55892050 49 1
AALB010387 3R 114708317 4594 -1 3L 186337462 20764 1 3L 224494267 17921 1 3L 79259129 75 -1
AALB007295 3L 136861241 1466 1 2L 89153187 1498 1 2L 93405780 1428 -1 2L 38276714 379 -1
AALB001109 2L 69694682 2925 1 2R 37275403 959 1 3R 151085485 1415 -1 2R 17494291 959 -1
AALB003203 3L 138547356 845 1 2L 75921062 836 -1 2L 97357472 839 1 2L 41767341 827 -1
AALB015541 3R 102322874 1062 -1 3L 169517064 1201 1 3L 223240717 956 -1 3L 77955330 63 -1
AALB001923 2L 91648212 7085 -1 2R 31403210 9173 -1 3R 139793409 8124 -1 2R 32171140 1544 -1
AALB000790 2L 75686624 3937 1 2R 28591266 4408 1 3R 177490703 3083 -1 2R 23229864 136 1
AALB007114 3R 128770377 857 -1 3L 164199993 5799 -1 3L 213362658 761 1 3L 70546635 287 1
AALB000731 2L 76579023 1040 1 2R 49080699 1737 -1 3R 172067860 719 -1 2R 32896823 318 1
AALB001416 2L 100156294 2346 1 2R 16667006 1463 -1 3R 137554590 2640 1 2R 13209877 1466 -1
AALB001142 2L 69118080 2166 -1 2R 20884957 29818 1 3R 180108274 1553 1 2R 20498141 42 -1
AALB003718 3R 102022074 3290 1 3L 171295513 2288 1 3L 229807289 2145 1 3L 76921155 126 -1
AALB005973 3L 166493917 1289 -1 2L 73972140 1824 -1 2L 132202747 1956 1 2L 49665789 182 -1
AALB006109 3L 168149267 4273 -1 2L 90732659 2558 1 2L 106008950 3358 1 2L 40051613 149 -1
AALB004586 3L 148413989 1588 -1 2L 83937244 2495 -1 2L 91474667 7286 -1 2L 45346595 84 -1
AALB010573 3R 117717090 8071 -1 3L 161996291 14753 -1 3L 207499739 8443 -1 3L 63608662 53 -1
AALB007315 3L 137160158 5241 -1 2L 90106628 2414 1 2L 92216428 2370 -1 2L 36106302 204 1
AALB001536 2L 98674361 3707 1 2R 21218808 13724 -1 3R 180437559 3850 -1 2R 20192934 1542 1
AALB005980 3L 166628400 5960 1 2L 74135033 4712 1 2L 131993927 2074 -1 2L 49837166 191 1
AALB003756 3R 102371213 11815 -1 3L 169431055 2234 1 3L 223332860 3577 -1 3L 78027788 1604 -1
AALB010489 3R 116276489 4346 -1 3L 163989215 5880 1 3L 226226858 5974 -1 3L 74961363 34 -1
AALB002704 2R 22321753 813 -1 3R 108380666 2578 -1 2R 37058075 1371 -1 3R 56610682 69 -1
AALB015607 2R 34977904 697 1 3R 150199614 719 1 2R 75257962 629 1 3R 61019335 629 -1
AALB003820 3R 103110548 1369 -1 3L 169895719 4538 1 3L 222671058 6756 -1 3L 77565034 128 -1
AALB006812 X 1853363 4517 -1 X 13886970 3787 1 X 15870646 3911 1 X 10112812 121 -1
AALB002693 2R 22427007 8149 -1 3R 108500937 9303 -1 2R 27567686 3919 -1 3R 56728994 1667 -1
AALB010818 3R 121812584 6211 -1 3L 170891942 3529 1 3L 221078643 4767 -1 3L 76170262 893 1
AALB006912 X 522521 5692 1 X 10098759 14843 1 X 11783528 19741 -1 X 1786594 452 1
AALB001423 2L 100108076 653 1 2R 16714589 1687 1 3R 137492082 22845 -1 2R 13252730 488 1
AALB009801 3R 105038628 2015 1 3L 164708212 1853 -1 3L 212842363 1778 1 3L 71059649 2021 -1
AALB002933 2R 63235342 640 -1 2R 58795907 962 1 3R 186966418 754 -1 2R 33576041 79 1
AALB009680 2R 37525599 1503 -1 3R 117995421 1739 -1 2R 48102068 2070 1 3R 61728117 191 -1
AALB002379 2R 27270162 8362 -1 3R 153493434 10596 -1 2R 53866776 2321 -1 3R 58050904 293 1
AALB005252 3L 157902556 1208 1 2L 83152837 1673 -1 2L 119841158 1536 1 2L 51130978 47 -1
AALB004584 3L 148409465 882 1 2L 83933181 861 1 2L 91465634 809 1 2L 45346595 84 -1
AALB003849 3R 103696970 1951 -1 3L 166850654 2027 1 3L 217813165 1948 1 3L 66938806 181 1
AALB003672 2R 50942146 2161 1 3R 117609013 3019 -1 2R 48485795 2511 1 3R 61314605 209 -1
AALB010089 3R 109524840 2229 1 3L 181033514 19532 -1 3L 228058508 1791 1 3L 80293216 165 1
AALB010676 3R 119442407 11661 -1 3L 170909618 11813 1 3L 221044159 5244 -1 3L 76190162 3275 1
AALB000197 2L 85931226 3124 1 2R 17660353 3910 -1 3R 169992799 3542 1 2R 14194566 155 -1
AALB010823 3R 121859622 1266 -1 3L 170847604 4456 1 3L 221147610 25601 -1 3L 76127062 88 1
AALB000091 2L 88337185 1834 1 2R 35606471 3199 1 3R 162956829 2109 -1 2R 18949736 775 -1
AALB006435 X 6394788 579 1 X 15684505 4367 1 X 15383617 4984 -1 X 11613254 399 -1
AALB008348 2R 40862712 931 1 3R 137300446 1249 -1 2R 60542406 1227 1 3R 58811416 598 -1
AALB007663 X 8967366 629 -1 2R 20385005 455 -1 3R 145621395 755 1 2R 16808679 632 -1
AALB009036 2R 18732924 4578 1 3R 138443445 5209 1 2R 52467630 3199 1 3R 58369866 579 -1
AALB000079 2L 88643921 781 -1 2R 35976488 2202 -1 3R 152747545 909 1 2R 18647806 574 1
AALB004466 3L 146356424 1566 1 2L 68894358 1492 1 2L 106871325 1491 -1 2L 35225249 137 1
AALB008185 2R 43164877 2184 1 3R 153770069 5693 1 2R 64643326 2956 1 3R 57817773 121 -1
AALB006167 3L 169016939 434 1 2L 95685745 512 1 2L 123689268 709 -1 2L 44215739 491 -1
AALB003690 3R 136478594 1541 -1 2L 101741097 2428 1 2L 95155556 2135 -1 2L 40914554 1406 1
AALB000740 2L 76461165 1400 -1 2R 30910021 41997 1 3R 172241294 30653 1 2R 32744059 42 -1
AALB007711 X 9547909 848 -1 X 2422023 3948 -1 X 4561819 4081 -1 X 12419011 168 -1
AALB008503 3R 125294775 2026 1 3L 164449187 2438 1 3L 213103400 2657 -1 3L 70808043 92 1
AALB006759 X 2524132 430 1 X 9591788 1544 1 X 7404352 898 -1 X 8601364 108 1
AALB002239 2R 31915749 623 1 3R 107311970 611 -1 2R 35876557 887 -1 3R 55574544 548 -1
AALB006138 3L 168606385 5099 1 2L 95068951 6734 1 2L 113536247 7850 1 2L 44786091 284 -1
AALB003263 3L 139506332 3581 -1 2L 63550460 4594 -1 2L 114595686 3585 -1 2L 46896766 173 -1
AALB006565 X 4912400 498 1 X 2925099 2144 -1 2L 129250618 796 1 X 9270775 263 -1
AALB000644 2L 77818297 8964 -1 2R 40764097 9125 -1 3R 162680431 24768 1 2R 27258290 911 -1
AALB004710 3L 150163554 836 -1 2L 77392046 3881 1 2L 109360437 936 1 2L 43132705 839 1
AALB009296 2R 15168658 10743 -1 3R 103421049 3839 1 2R 24478074 3938 1 3R 53636616 3929 -1
AALB006694 X 3356204 2067 -1 X 13678777 1829 -1 X 15562826 1730 -1 X 10350771 818 1
AALB009331 2R 14795991 4206 1 3R 103832499 3211 -1 2R 26188647 4150 1 3R 53241344 8 1
AALB005603 3L 161856165 852 -1 2L 101974355 1516 -1 2L 94925893 937 1 2L 41089175 152 -1
AALB009792 3R 104923919 9682 -1 3L 191483050 10880 -1 3L 219740882 3370 1 3L 71240710 8 1
AALB003331 X 10433219 21720 1 X 12125579 13693 -1 X 14841697 30189 -1 X 5256228 317 1
AALB002962 2R 46678506 3010 -1 3R 159338469 6784 1 2R 81916098 3376 1 3R 59833294 17 -1
AALB000798 2L 75464530 2006 -1 2R 28357834 2030 -1 3R 177800915 1988 1 2R 22998355 2018 -1
AALB009309 2R 15059776 5488 -1 3R 103561395 2146 1 2R 24628992 9521 1 3R 53500275 640 -1
AALB005374 3L 159539780 1435 1 2L 96435628 2732 -1 2L 122805285 4716 1 2L 43442669 935 1
AALB015835 X 1196467 1724 1 X 846495 4200 1 X 2843996 2445 -1 X 12167457 125 -1
AALB010416 3R 115278490 1189 1 3L 185580210 1315 -1 3L 195284292 951 -1 3L 79815858 79 1
AALB001729 2L 94376113 1272 -1 2R 37843959 1248 1 3R 160469174 1298 -1 2R 16947776 63 -1
AALB010209 3R 112116318 668 1 3L 176434602 1132 1 3L 193935312 1076 1 3L 68588974 52 -1
AALB003801 3R 102829794 5140 -1 3L 168859756 6944 1 3L 229940316 1787 1 3L 78589212 1826 -1
AALB010793 3R 121587613 2118 -1 3L 188455809 2854 -1 3L 227083364 2034 -1 3L 81299797 75 1
AALB000315 2L 83948382 3897 -1 2R 51145285 4004 1 3R 138637756 4268 1 2R 25679731 136 1
AALB004827 3L 152052027 2096 1 2L 71627038 9985 -1 2L 121236512 2117 -1 2L 52536897 194 -1
AALB002231 2R 32069533 1318 -1 3R 107162244 1375 1 2R 35701656 1592 1 3R 55421375 71 -1
AALB015776 2L 83491582 5425 -1 2R 35398225 5803 1 3R 163141312 5379 -1 2R 19125086 11 -1
AALB006675 X 3493695 1444 1 X 13073257 2575 -1 X 12542784 3650 -1 X 2574106 9 -1
AALB004088 3L 140146516 1067 1 2L 64154081 1034 1 2L 115405650 1335 1 2L 47522496 1016 1
AALB004351 3L 144344289 630 1 2L 69105963 1587 1 2L 98211350 813 -1 2L 37263526 42 -1
AALB002226 2R 32384836 12114 1 3R 106869784 12720 -1 2R 35371103 46609 -1 3R 55160487 75 -1
AALB007713 X 9554264 1418 -1 X 9731220 2861 1 X 8017667 3332 -1 X 8433486 221 -1
AALB005233 3L 157683920 10285 1 2L 75306629 10357 -1 2L 119582889 10957 1 2L 51338812 42 -1
AALB010337 3R 114101463 889 1 3L 168326097 1121 1 3L 212592119 840 -1 3L 65298958 8 -1
AALB007718 X 9591363 1590 -1 X 2364041 3919 -1 X 13838993 3380 1 X 3267469 18 1
