"aalbimanus_eg_gene";"aatroparvus_eg_gene";"agambiae_eg_gene"
"AALB004910";"AATE006363";"AGAP006908"
"AALB000691";"AATE011273";"AGAP008011"
"AALB004336";"AATE011863";"AGAP005243"
"AALB009324";"AATE015622";"AGAP001256"
"AALB005287";"AATE006847";"AGAP006804"
"AALB008511";"AATE004445";"AGAP011478"
"AALB005002";"AATE013336";"AGAP007043"
"AALB005002";"AATE016438";"AGAP007043"
"AALB000999";"AATE012245";"AGAP008382"
"AALB005931";"AATE003527";"AGAP005780"
"AALB005607";"AATE018243";"AGAP006517"
"AALB008952";"AATE011683";"AGAP002729"
"AALB006544";"AATE004697";"AGAP000035"
"AALB008768";"AATE014964";"AGAP004375"
"AALB000679";"AATE018307";"AGAP008335"
"AALB004297";"AATE014821";"AGAP007093"
"AALB009471";"AATE012885";"AGAP004465"
"AALB004391";"AATE005605";"AGAP005287"
"AALB004360";"AATE003334";"AGAP005218"
"AALB007937";"AATE012880";"AGAP010090"
"AALB000147";"AATE004759";"AGAP009227"
"AALB003418";"AATE017572";"AGAP002935"
"AALB000791";"AATE020715";"AGAP009765"
"AALB000998";"AATE003215";"AGAP008381"
"AALB006525";"AATE000878";"AGAP000240"
"AALB010584";"AATE001369";"AGAP028516"
"AALB004971";"AATE019887";"AGAP006932"
"AALB007635";"AATE019082";"AGAP001041"
"AALB007053";"AATE012589";"AGAP011163"
"AALB010787";"AATE014869";"AGAP012204"
"AALB015857";"AATE002284";"AGAP001553"
"AALB007044";"AATE000647";"AGAP011171"
"AALB009084";"AATE000510";"AGAP002126"
"AALB009284";"AATE010179";"AGAP002094"
"AALB002622";"AATE004437";"AGAP002988"
"AALB007131";"AATE004432";"AGAP002017"
"AALB006631";"AATE001073";"AGAP000076"
"AALB006808";"AATE007437";"AGAP001698"
"AALB006808";"AATE007437";"AGAP000400"
"AALB004108";"AATE015680";"AGAP007134"
"AALB001862";"AATE012614";"AGAP009518"
"AALB001828";"AATE021182";"AGAP028002"
"AALB015483";"AATE010151";"AGAP000651"
"AALB003277";"AATE005177";"AGAP006281"
"AALB008347";"AATE019290";"AGAP003337"
"AALB010741";"AATE009167";"AGAP012900"
"AALB010741";"AATE009167";"AGAP012577"
"AALB005851";"AATE004910";"AGAP006152"
"AALB005851";"AATE018588";"AGAP006152"
"AALB000027";"AATE006053";"AGAP008184"
"AALB000142";"AATE001063";"AGAP009074"
"AALB002061";"AATE018261";"AGAP002371"
"AALB000502";"AATE002069";"AGAP009569"
"AALB000244";"AATE013050";"AGAP007771"
"AALB009096";"AATE015405";"AGAP002986"
"AALB010103";"AATE010432";"AGAP011568"
"AALB001311";"AATE018893";"AGAP008289"
"AALB000773";"AATE019912";"AGAP008803"
"AALB000321";"AATE001267";"AGAP013732"
"AALB003308";"AATE014487";"AGAP000634"
"AALB006571";"AATE018136";"AGAP005320"
"AALB001088";"AATE019257";"AGAP008749"
"AALB006851";"AATE019981";"AGAP012447"
"AALB006851";"AATE019981";"AGAP000803"
"AALB010154";"AATE014042";"AGAP011530"
"AALB005717";"AATE020654";"AGAP006873"
"AALB002349";"AATE015879";"AGAP001390"
"AALB010858";"AATE006720";"AGAP011805"
"AALB006324";"AATE018478";"AGAP000727"
"AALB010093";"AATE020555";"AGAP012306"
"AALB000598";"AATE009328";"AGAP028077"
"AALB000598";"AATE009328";"AGAP028089"
"AALB000598";"AATE009328";"AGAP028113"
"AALB000598";"AATE009328";"AGAP028126"
"AALB000598";"AATE009328";"AGAP008478"
"AALB000598";"AATE009328";"AGAP028191"
"AALB000598";"AATE009328";"AGAP028119"
"AALB000598";"AATE009328";"AGAP028047"
"AALB000598";"AATE009143";"AGAP028077"
"AALB000598";"AATE009143";"AGAP028089"
"AALB000598";"AATE009143";"AGAP028113"
"AALB000598";"AATE009143";"AGAP028126"
"AALB000598";"AATE009143";"AGAP008478"
"AALB000598";"AATE009143";"AGAP028191"
"AALB000598";"AATE009143";"AGAP028119"
"AALB000598";"AATE009143";"AGAP028047"
"AALB000598";"AATE020364";"AGAP028077"
"AALB000598";"AATE020364";"AGAP028089"
"AALB000598";"AATE020364";"AGAP028113"
"AALB000598";"AATE020364";"AGAP028126"
"AALB000598";"AATE020364";"AGAP008478"
"AALB000598";"AATE020364";"AGAP028191"
"AALB000598";"AATE020364";"AGAP028119"
"AALB000598";"AATE020364";"AGAP028047"
"AALB007965";"AATE011844";"AGAP010057"
"AALB009055";"AATE002116";"AGAP002344"
"AALB008579";"AATE009590";"AGAP001726"
"AALB004727";"AATE012402";"AGAP004871"
"AALB005156";"AATE010424";"AGAP007505"
"AALB009834";"AATE013660";"AGAP010727"
"AALB007647";"AATE019392";"AGAP000591"
"AALB003479";"AATE014556";"AGAP004405"
"AALB007533";"AATE008667";"AGAP004671"
"AALB014658";"AATE008467";"AGAP012443"
"AALB003815";"AATE013790";"AGAP012394"
"AALB003815";"AATE013790";"AGAP012395"
"AALB001842";"AATE011920";"AGAP008199"
"AALB010141";"AATE020449";"AGAP012064"
"AALB002928";"AATE000031";"AGAP012488"
"AALB002928";"AATE000031";"AGAP012452"
"AALB002928";"AATE000031";"AGAP028650"
"AALB009202";"AATE012435";"AGAP001285"
"AALB004842";"AATE010876";"AGAP006631"
"AALB007266";"AATE014790";"AGAP003965"
"AALB003369";"AATE011375";"AGAP003577"
"AALB005061";"AATE010559";"AGAP006592"
"AALB003587";"AATE013907";"AGAP012598"
"AALB003587";"AATE013907";"AGAP003056"
"AALB009381";"AATE001111";"AGAP001197"
"AALB010047";"AATE010709";"AGAP011500"
"AALB010291";"AATE002937";"AGAP011640"
"AALB015643";"AATE007037";"AGAP005997"
"AALB010544";"AATE017222";"AGAP010714"
"AALB010143";"AATE011232";"AGAP012066"
"AALB010143";"AATE011232";"AGAP012907"
"AALB015490";"AATE020813";"AGAP008091"
"AALB007664";"AATE007280";"AGAP000909"
"AALB003998";"AATE016501";"AGAP010481"
"AALB008945";"AATE015483";"AGAP002737"
"AALB005512";"AATE019250";"AGAP007276"
"AALB005512";"AATE019250";"AGAP028465"
"AALB005512";"AATE019250";"AGAP028581"
"AALB005512";"AATE019250";"AGAP028582"
"AALB005512";"AATE019250";"AGAP007275"
"AALB008407";"AATE011191";"AGAP003329"
"AALB003817";"AATE014259";"AGAP011876"
"AALB004873";"AATE004841";"AGAP004861"
"AALB002722";"AATE013462";"AGAP001935"
"AALB007214";"AATE018120";"AGAP003508"
"AALB010497";"AATE015565";"AGAP012324"
"AALB010156";"AATE004286";"AGAP010750"
"AALB000570";"AATE000231";"AGAP009662"
"AALB015775";"AATE010936";"AGAP009173"
"AALB000600";"AATE004177";"AGAP008474"
"AALB000384";"AATE021079";"AGAP028647"
"AALB000043";"AATE004512";"AGAP009070"
"AALB006337";"AATE017789";"AGAP000887"
"AALB002409";"AATE018045";"AGAP003029"
"AALB007126";"AATE013010";"AGAP012731"
"AALB007126";"AATE013010";"AGAP002019"
"AALB008205";"AATE016626";"AGAP002155"
"AALB001780";"AATE014585";"AGAP008495"
"AALB003497";"AATE006235";"AGAP004430"
"AALB010846";"AATE006603";"AGAP010821"
"AALB007910";"AATE019977";"AGAP010146"
"AALB006782";"AATE012734";"AGAP000140"
"AALB003730";"AATE018037";"AGAP011893"
"AALB010485";"AATE018637";"AGAP012148"
"AALB009811";"AATE008910";"AGAP011452"
"AALB002442";"AATE021189";"AGAP001697"
"AALB005054";"AATE016311";"AGAP006599"
"AALB007931";"AATE018959";"AGAP010097"
"AALB006339";"AATE005345";"AGAP000900"
"AALB014575";"AATE011779";"AGAP000458"
"AALB009773";"AATE016943";"AGAP012032"
"AALB006338";"AATE003308";"AGAP000901"
"AALB008801";"AATE017272";"AGAP010308"
"AALB008915";"AATE013368";"AGAP003142"
"AALB008247";"AATE015898";"AGAP003934"
"AALB007741";"AATE019056";"AGAP011826"
"AALB004092";"AATE001532";"AGAP006339"
"AALB001402";"AATE004047";"AGAP007930"
"AALB007199";"AATE012765";"AGAP003489"
"AALB003106";"AATE002186";"AGAP002939"
"AALB003696";"AATE011005";"AGAP004691"
"AALB006239";"AATE016088";"AGAP007720"
"AALB006305";"AATE013991";"AGAP000488"
"AALB003015";"AATE010298";"AGAP003728"
"AALB015796";"AATE007184";"AGAP003471"
"AALB008246";"AATE010093";"AGAP003935"
"AALB005176";"AATE008878";"AGAP006465"
"AALB009395";"AATE016687";"AGAP013177"
"AALB005983";"AATE007383";"AGAP007393"
"AALB009464";"AATE018504";"AGAP003791"
"AALB001412";"AATE018170";"AGAP007919"
"AALB000825";"AATE004281";"AGAP009800"
"AALB007655";"AATE010985";"AGAP000790"
"AALB000161";"AATE018662";"AGAP008254"
"AALB004435";"AATE003670";"AGAP006051"
"AALB004215";"AATE000043";"AGAP005557"
"AALB009942";"AATE018875";"AGAP011975"
"AALB009231";"AATE014363";"AGAP001505"
"AALB003782";"AATE013499";"AGAP012368"
"AALB009108";"AATE017539";"AGAP003000"
"AALB006442";"AATE002982";"AGAP000369"
"AALB002640";"AATE019621";"AGAP004018"
"AALB001132";"AATE003142";"AGAP012600"
"AALB005053";"AATE003588";"AGAP006600"
"AALB005016";"AATE001420";"AGAP007033"
"AALB005016";"AATE001420";"AGAP007035"
"AALB005016";"AATE001420";"AGAP007036"
"AALB009483";"AATE016353";"AGAP002904"
"AALB001321";"AATE010312";"AGAP009652"
"AALB001104";"AATE019416";"AGAP008734"
"AALB008600";"AATE009148";"AGAP002281"
"AALB001976";"AATE006642";"AGAP007857"
"AALB015800";"AATE020772";"AGAP004456"
"AALB008165";"AATE007051";"AGAP003914"
"AALB001616";"AATE011426";"AGAP009483"
"AALB009220";"AATE005167";"AGAP002509"
"AALB006633";"AATE019647";"AGAP000075"
"AALB005376";"AATE011560";"AGAP006714"
"AALB002058";"AATE000071";"AGAP001621"
"AALB007347";"AATE018770";"AGAP004998"
"AALB007347";"AATE018770";"AGAP012650"
"AALB008858";"AATE001811";"AGAP002175"
"AALB004996";"AATE019555";"AGAP007064"
"AALB014116";"AATE005009";"AGAP028508"
"AALB014116";"AATE005009";"AGAP028685"
"AALB014116";"AATE005009";"AGAP028690"
"AALB014116";"AATE005009";"AGAP005475"
"AALB014116";"AATE005009";"AGAP005307"
"AALB014116";"AATE005009";"AGAP012588"
"AALB014116";"AATE005009";"AGAP012450"
"AALB014116";"AATE005009";"AGAP005474"
"AALB014116";"AATE005009";"AGAP028506"
"AALB014116";"AATE005009";"AGAP005106"
"AALB014116";"AATE005009";"AGAP012715"
"AALB014116";"AATE005009";"AGAP028687"
"AALB014116";"AATE005009";"AGAP028689"
"AALB014116";"AATE005009";"AGAP028509"
"AALB014116";"AATE005009";"AGAP005478"
"AALB014116";"AATE005009";"AGAP011072"
"AALB014116";"AATE005009";"AGAP028688"
"AALB014116";"AATE005009";"AGAP006696"
"AALB014116";"AATE005009";"AGAP011074"
"AALB014116";"AATE005009";"AGAP028444"
"AALB014116";"AATE005009";"AGAP012552"
"AALB014116";"AATE005009";"AGAP005477"
"AALB014116";"AATE005009";"AGAP001067"
"AALB014116";"AATE005009";"AGAP011073"
"AALB014116";"AATE005009";"AGAP028686"
"AALB014116";"AATE005009";"AGAP005476"
"AALB014116";"AATE005009";"AGAP011071"
"AALB014116";"AATE004225";"AGAP028508"
"AALB014116";"AATE004225";"AGAP028685"
"AALB014116";"AATE004225";"AGAP028690"
"AALB014116";"AATE004225";"AGAP005475"
"AALB014116";"AATE004225";"AGAP005307"
"AALB014116";"AATE004225";"AGAP012588"
"AALB014116";"AATE004225";"AGAP012450"
"AALB014116";"AATE004225";"AGAP005474"
"AALB014116";"AATE004225";"AGAP028506"
"AALB014116";"AATE004225";"AGAP005106"
"AALB014116";"AATE004225";"AGAP012715"
"AALB014116";"AATE004225";"AGAP028687"
"AALB014116";"AATE004225";"AGAP028689"
"AALB014116";"AATE004225";"AGAP028509"
"AALB014116";"AATE004225";"AGAP005478"
"AALB014116";"AATE004225";"AGAP011072"
"AALB014116";"AATE004225";"AGAP028688"
"AALB014116";"AATE004225";"AGAP006696"
"AALB014116";"AATE004225";"AGAP011074"
"AALB014116";"AATE004225";"AGAP028444"
"AALB014116";"AATE004225";"AGAP012552"
"AALB014116";"AATE004225";"AGAP005477"
"AALB014116";"AATE004225";"AGAP001067"
"AALB014116";"AATE004225";"AGAP011073"
"AALB014116";"AATE004225";"AGAP028686"
"AALB014116";"AATE004225";"AGAP005476"
"AALB014116";"AATE004225";"AGAP011071"
"AALB001560";"AATE011646";"AGAP008952"
"AALB007213";"AATE002429";"AGAP003507"
"AALB002163";"AATE000599";"AGAP004137"
"AALB002163";"AATE000599";"AGAP004139"
"AALB001339";"AATE019513";"AGAP012655"
"AALB001339";"AATE019513";"AGAP009548"
"AALB003430";"AATE020892";"AGAP003123"
"AALB004394";"AATE001444";"AGAP005283"
"AALB010288";"AATE017550";"AGAP011858"
"AALB005493";"AATE018503";"AGAP007302"
"AALB000172";"AATE004659";"AGAP008242"
"AALB008376";"AATE019282";"AGAP010685"
"AALB005262";"AATE005607";"AGAP006775"
"AALB008677";"AATE001005";"AGAP002671"
"AALB002798";"AATE003003";"AGAP004059"
"AALB006197";"AATE012591";"AGAP007600"
"AALB009508";"AATE017967";"AGAP003266"
"AALB015535";"AATE003744";"AGAP002419"
"AALB010539";"AATE001426";"AGAP004855"
"AALB008306";"AATE013309";"AGAP002212"
"AALB005751";"AATE005754";"AGAP007388"
"AALB000300";"AATE000150";"AGAP008026"
"AALB002145";"AATE017482";"AGAP004122"
"AALB002145";"AATE017482";"AGAP004123"
"AALB006015";"AATE003447";"AGAP006087"
"AALB000734";"AATE002932";"AGAP009621"
"AALB002199";"AATE020207";"AGAP001997"
"AALB015791";"AATE017436";"AGAP013423"
"AALB007968";"AATE016357";"AGAP010055"
"AALB003882";"AATE015092";"AGAP012465"
"AALB008393";"AATE007245";"AGAP004222"
"AALB008423";"AATE010156";"AGAP004272"
"AALB004811";"AATE004441";"AGAP005398"
"AALB003188";"AATE009796";"AGAP005162"
"AALB001901";"AATE015624";"AGAP000767"
"AALB010679";"AATE016240";"AGAP011194"
"AALB003569";"AATE020430";"AGAP009696"
"AALB003569";"AATE020430";"AGAP002205"
"AALB003569";"AATE020430";"AGAP002207"
"AALB003850";"AATE006651";"AGAP011610"
"AALB008498";"AATE011680";"AGAP011707"
"AALB004898";"AATE011327";"AGAP006379"
"AALB001009";"AATE014284";"AGAP008398"
"AALB001009";"AATE001885";"AGAP008398"
"AALB001009";"AATE016469";"AGAP008398"
"AALB003139";"AATE013539";"AGAP003805"
"AALB005137";"AATE011763";"AGAP007483"
"AALB002044";"AATE015999";"AGAP008048"
"AALB010872";"AATE020639";"AGAP003684"
"AALB002793";"AATE014818";"AGAP003891"
"AALB004967";"AATE006780";"AGAP006936"
"AALB006624";"AATE000851";"AGAP000286"
"AALB006177";"AATE016748";"AGAP013757"
"AALB006177";"AATE016748";"AGAP006749"
"AALB006177";"AATE004589";"AGAP013757"
"AALB006177";"AATE004589";"AGAP006749"
"AALB008880";"AATE011819";"AGAP002036"
"AALB007682";"AATE000261";"AGAP000954"
"AALB001878";"AATE004676";"AGAP009641"
"AALB010753";"AATE001462";"AGAP011103"
"AALB006458";"AATE016834";"AGAP001018"
"AALB002482";"AATE005044";"AGAP003754"
"AALB004633";"AATE002694";"AGAP007021"
"AALB010621";"AATE005384";"AGAP010842"
"AALB008942";"AATE006746";"AGAP002739"
"AALB014446";"AATE006034";"AGAP005720"
"AALB004191";"AATE016387";"AGAP005110"
"AALB007939";"AATE020073";"AGAP010089"
"AALB002995";"AATE016876";"AGAP004521"
"AALB010634";"AATE007393";"AGAP010854"
"AALB004189";"AATE005157";"AGAP005108"
"AALB008509";"AATE013596";"AGAP012881"
"AALB008509";"AATE006562";"AGAP012881"
"AALB008509";"AATE004818";"AGAP012881"
"AALB001802";"AATE018840";"AGAP008870"
"AALB007634";"AATE016658";"AGAP000963"
"AALB008181";"AATE020519";"AGAP002025"
"AALB002354";"AATE017496";"AGAP001397"
"AALB007415";"AATE001443";"AGAP011296"
"AALB001725";"AATE005696";"AGAP009085"
"AALB001716";"AATE020276";"AGAP028187"
"AALB001716";"AATE020276";"AGAP009102"
"AALB001716";"AATE020276";"AGAP009103"
"AALB001716";"AATE020276";"AGAP028206"
"AALB001716";"AATE015788";"AGAP028187"
"AALB001716";"AATE015788";"AGAP009102"
"AALB001716";"AATE015788";"AGAP009103"
"AALB001716";"AATE015788";"AGAP028206"
"AALB001716";"AATE015544";"AGAP028187"
"AALB001716";"AATE015544";"AGAP009102"
"AALB001716";"AATE015544";"AGAP009103"
"AALB001716";"AATE015544";"AGAP028206"
"AALB008228";"AATE002786";"AGAP002563"
"AALB002542";"AATE001677";"AGAP002488"
"AALB002542";"AATE001677";"AGAP000071"
"AALB003251";"AATE014562";"AGAP006262"
"AALB008188";"AATE004235";"AGAP003592"
"AALB002245";"AATE003365";"AGAP002145"
"AALB002245";"AATE003365";"AGAP002146"
"AALB002978";"AATE008234";"AGAP004549"
"AALB006777";"AATE012345";"AGAP000145"
"AALB003315";"AATE009431";"AGAP000950"
"AALB000264";"AATE008228";"AGAP008909"
"AALB004871";"AATE004048";"AGAP004864"
"AALB004151";"AATE001068";"AGAP005711"
"AALB003309";"AATE020481";"AGAP013181"
"AALB007117";"AATE015912";"AGAP000468"
"AALB005148";"AATE016914";"AGAP007498"
"AALB010307";"AATE009906";"AGAP011666"
"AALB002721";"AATE013434";"AGAP001948"
"AALB006684";"AATE003403";"AGAP000460"
"AALB000115";"AATE019238";"AGAP009727"
"AALB005204";"AATE003169";"AGAP006439"
"AALB004033";"AATE014434";"AGAP011119"
"AALB009521";"AATE018080";"AGAP003239"
"AALB008008";"AATE019008";"AGAP007780"
"AALB008008";"AATE014648";"AGAP007780"
"AALB005273";"AATE017640";"AGAP006789"
"AALB010393";"AATE020984";"AGAP010586"
"AALB007257";"AATE015697";"AGAP003974"
"AALB001782";"AATE014649";"AGAP009607"
"AALB009574";"AATE007883";"AGAP002540"
"AALB010687";"AATE004249";"AGAP010795"
"AALB015539";"AATE007685";"AGAP005619"
"AALB001905";"AATE005623";"AGAP007847"
"AALB001843";"AATE007794";"AGAP028420"
"AALB008682";"AATE003198";"AGAP002666"
"AALB002604";"AATE003262";"AGAP002115"
"AALB000168";"AATE008274";"AGAP008245"
"AALB000168";"AATE008274";"AGAP012478"
"AALB007492";"AATE017543";"AGAP004728"
"AALB005314";"AATE002175";"AGAP006830"
"AALB009605";"AATE015440";"AGAP004488"
"AALB005863";"AATE011383";"AGAP006347"
"AALB010438";"AATE006141";"AGAP010978"
"AALB006888";"AATE007306";"AGAP000271"
"AALB003406";"AATE021077";"AGAP001600"
"AALB001035";"AATE004591";"AGAP009257"
"AALB009983";"AATE020454";"AGAP012259"
"AALB003632";"AATE017904";"AGAP003306"
"AALB007273";"AATE015399";"AGAP003136"
"AALB007208";"AATE013190";"AGAP003501"
"AALB002406";"AATE018859";"AGAP003025"
"AALB007307";"AATE005773";"AGAP004933"
"AALB015716";"AATE001426";"AGAP004855"
"AALB008133";"AATE019231";"AGAP002134"
"AALB004784";"AATE004845";"AGAP005892"
"AALB000467";"AATE018332";"AGAP008839"
"AALB009606";"AATE020662";"AGAP004487"
"AALB002561";"AATE004324";"AGAP003841"
"AALB009203";"AATE011230";"AGAP012950"
"AALB001138";"AATE015832";"AGAP009893"
"AALB000353";"AATE010046";"AGAP009170"
"AALB009016";"AATE017211";"AGAP004293"
"AALB000537";"AATE016568";"AGAP009691"
"AALB000537";"AATE016568";"AGAP009692"
"AALB000537";"AATE006523";"AGAP009691"
"AALB000537";"AATE006523";"AGAP009692"
"AALB005766";"AATE014014";"AGAP007110"
"AALB015803";"AATE018432";"AGAP013369"
"AALB015803";"AATE018432";"AGAP013050"
"AALB015803";"AATE018432";"AGAP013113"
"AALB015803";"AATE018432";"AGAP013264"
"AALB015803";"AATE018432";"AGAP013448"
"AALB001603";"AATE011463";"AGAP009503"
"AALB000879";"AATE012427";"AGAP010025"
"AALB006070";"AATE013354";"AGAP012109"
"AALB001388";"AATE010139";"AGAP007944"
"AALB005444";"AATE015917";"AGAP007531"
"AALB002179";"AATE001456";"AGAP001975"
"AALB015842";"AATE020939";"AGAP010214"
"AALB002053";"AATE011767";"AGAP001617"
"AALB004664";"AATE012578";"AGAP005639"
"AALB006555";"AATE017564";"AGAP000317"
"AALB005108";"AATE010255";"AGAP007422"
"AALB006993";"AATE005764";"AGAP010961"
"AALB001464";"AATE009484";"AGAP009290"
"AALB008758";"AATE006650";"AGAP003927"
"AALB007224";"AATE016397";"AGAP003514"
"AALB007224";"AATE016397";"AGAP012746"
"AALB000441";"AATE014898";"AGAP009838"
"AALB006401";"AATE002008";"AGAP000352"
"AALB010523";"AATE011197";"AGAP010834"
"AALB001074";"AATE005676";"AGAP009056"
"AALB005561";"AATE001497";"AGAP006994"
"AALB000569";"AATE008324";"AGAP009664"
"AALB005392";"AATE007300";"AGAP007612"
"AALB009479";"AATE000375";"AGAP013354"
"AALB010284";"AATE016535";"AGAP011851"
"AALB002824";"AATE003638";"AGAP003463"
"AALB010091";"AATE004115";"AGAP012304"
"AALB006520";"AATE017541";"AGAP013158"
"AALB003003";"AATE005393";"AGAP001370"
"AALB002452";"AATE016148";"AGAP002178"
"AALB010187";"AATE002622";"AGAP012247"
"AALB010828";"AATE013697";"AGAP011772"
"AALB007759";"AATE016903";"AGAP000117"
"AALB005920";"AATE013253";"AGAP006371"
"AALB009532";"AATE019399";"AGAP003228"
"AALB010461";"AATE009494";"AGAP011336"
"AALB010135";"AATE011369";"AGAP012057"
"AALB002216";"AATE001171";"AGAP001819"
"AALB008747";"AATE003846";"AGAP001660"
"AALB009534";"AATE002726";"AGAP003230"
"AALB009534";"AATE008255";"AGAP003230"
"AALB009534";"AATE015225";"AGAP003230"
"AALB003013";"AATE002153";"AGAP001362"
"AALB005263";"AATE018280";"AGAP006776"
"AALB003160";"AATE000591";"AGAP004452"
"AALB004690";"AATE018417";"AGAP006662"
"AALB015485";"AATE020101";"AGAP003784"
"AALB007952";"AATE006688";"AGAP010064"
"AALB003839";"AATE021177";"AGAP011619"
"AALB001089";"AATE020528";"AGAP008748"
"AALB002717";"AATE011848";"AGAP001943"
"AALB003292";"AATE000788";"AGAP000499"
"AALB007618";"AATE020038";"AGAP010886"
"AALB009307";"AATE002356";"AGAP001114"
"AALB005849";"AATE001909";"AGAP006155"
"AALB005849";"AATE001909";"AGAP006156"
"AALB004399";"AATE006192";"AGAP005277"
"AALB009468";"AATE015467";"AGAP005092"
"AALB009468";"AATE015467";"AGAP004462"
"AALB015862";"AATE001786";"AGAP001523"
"AALB006590";"AATE020290";"AGAP000619"
"AALB006523";"AATE018803";"AGAP000544"
"AALB010619";"AATE010942";"AGAP012192"
"AALB006277";"AATE020014";"AGAP000678"
"AALB008908";"AATE004303";"AGAP003379"
"AALB008908";"AATE004303";"AGAP003385"
"AALB008908";"AATE004303";"AGAP012795"
"AALB008908";"AATE016999";"AGAP003379"
"AALB008908";"AATE016999";"AGAP003385"
"AALB008908";"AATE016999";"AGAP012795"
"AALB007796";"AATE007451";"AGAP000412"
"AALB010183";"AATE015299";"AGAP012251"
"AALB005783";"AATE020596";"AGAP005967"
"AALB005783";"AATE020596";"AGAP005968"
"AALB005783";"AATE020596";"AGAP005969"
"AALB005783";"AATE020596";"AGAP005966"
"AALB005783";"AATE008605";"AGAP005967"
"AALB005783";"AATE008605";"AGAP005968"
"AALB005783";"AATE008605";"AGAP005969"
"AALB005783";"AATE008605";"AGAP005966"
"AALB005783";"AATE018830";"AGAP005967"
"AALB005783";"AATE018830";"AGAP005968"
"AALB005783";"AATE018830";"AGAP005969"
"AALB005783";"AATE018830";"AGAP005966"
"AALB008924";"AATE010519";"AGAP003151"
"AALB005507";"AATE017693";"AGAP012658"
"AALB005507";"AATE017693";"AGAP007283"
"AALB010370";"AATE012391";"AGAP011847"
"AALB000485";"AATE005291";"AGAP008194"
"AALB001146";"AATE004189";"AGAP009903"
"AALB002718";"AATE002979";"AGAP001944"
"AALB002750";"AATE020053";"AGAP002388"
"AALB004307";"AATE011099";"AGAP004850"
"AALB007434";"AATE007023";"AGAP011278"
"AALB008199";"AATE017316";"AGAP001754"
"AALB008199";"AATE006559";"AGAP001754"
"AALB008199";"AATE005937";"AGAP001754"
"AALB008397";"AATE005997";"AGAP004226"
"AALB004578";"AATE003637";"AGAP006040"
"AALB003659";"AATE007688";"AGAP002883"
"AALB003791";"AATE019824";"AGAP012379"
"AALB001045";"AATE009656";"AGAP009267"
"AALB003459";"AATE010602";"AGAP003854"
"AALB000654";"AATE009502";"AGAP008794"
"AALB001466";"AATE019602";"AGAP008350"
"AALB000603";"AATE018837";"AGAP008471"
"AALB007251";"AATE021107";"AGAP003980"
"AALB010498";"AATE003036";"AGAP012322"
"AALB006671";"AATE005475";"AGAP000696"
"AALB005425";"AATE013932";"AGAP007676"
"AALB009829";"AATE010436";"AGAP028500"
"AALB003856";"AATE019175";"AGAP011605"
"AALB010323";"AATE000246";"AGAP011685"
